,house_id,property_type,address,city,state_abbr,zip_code,price,beds,baths,square_feet,lot_size,year_built,hoa_permonth,population,pop_cat,min_temp,max_temp,temp_range,latitude,longitude,url
996,997,Single Family Residential,2458 29th Ave,San Francisco,CA,94116,1088000,2,1.0,1350,3000,1924,0,805235,large,36.9,91.5,54.6,37.7414795,-122.4860287,http://www.redfin.com/CA/San-Francisco/2458-29th-Ave-94116/home/1878329
997,998,Condo/Co-op,8 Colonial Way #4,San Francisco,CA,94112,950000,3,2.0,1884,0,2003,616,805235,large,36.9,91.5,54.6,37.728694899999994,-122.44060049999999,http://www.redfin.com/CA/San-Francisco/8-Colonial-Way-94112/unit-4/home/2032778
998,999,Condo/Co-op,35 Dolores St #403,San Francisco,CA,94103,1395000,2,2.0,924,0,2015,526,805235,large,36.9,91.5,54.6,37.7686054,-122.42653429999999,http://www.redfin.com/CA/San-Francisco/35-Dolores-St-94103/unit-403/home/172618433
999,1000,Condo/Co-op,5023 Diamond Heights Blvd,San Francisco,CA,94131,1499000,3,2.5,2173,0,1979,675,805235,large,36.9,91.5,54.6,37.747421,-122.44268799999999,http://www.redfin.com/CA/San-Francisco/5023-Diamond-Heights-Blvd-94131/home/1390439
1000,1001,Single Family Residential,142 Laura St,San Francisco,CA,94112,1199000,3,2.0,1485,2237,1927,0,805235,large,36.9,91.5,54.6,37.7111842,-122.4517874,http://www.redfin.com/CA/San-Francisco/142-Laura-St-94112/home/1940678
1001,1002,Single Family Residential,69 Beaver St,San Francisco,CA,94114,2749000,3,2.0,1780,2875,1892,0,805235,large,36.9,91.5,54.6,37.7648094,-122.4347138,http://www.redfin.com/CA/San-Francisco/69-Beaver-St-94114/home/1645669
1002,1003,Single Family Residential,810 Faxon Ave,San Francisco,CA,94112-1206,1998888,4,2.5,2335,4687,1920,0,805235,large,36.9,91.5,54.6,37.7279421,-122.4596612,http://www.redfin.com/CA/San-Francisco/810-Faxon-Ave-94112/home/696892
1003,1004,Multi-Family (2-4 Unit),635-637 South Van Ness Ave,San Francisco,CA,94110,2295000,0,2.0,5320,2940,1912,0,805235,large,36.9,91.5,54.6,37.7629884,-122.41691979999999,http://www.redfin.com/CA/San-Francisco/635-S-Van-Ness-Ave-94110/home/1542460
1004,1005,Condo/Co-op,22 Isis St,San Francisco,CA,94103,1249000,2,1.0,1221,0,1907,150,805235,large,36.9,91.5,54.6,37.770348600000005,-122.41479950000002,http://www.redfin.com/CA/San-Francisco/22-Isis-St-94103/home/1694484
1005,1006,Condo/Co-op,3375 17th St #202,San Francisco,CA,94110,1399000,2,2.0,1343,10890,2003,574,805235,large,36.9,91.5,54.6,37.7630976,-122.4212949,http://www.redfin.com/CA/San-Francisco/3375-17th-St-94110/unit-202/home/1552695
1006,1007,Single Family Residential,2371 Diamond St,San Francisco,CA,94131,1700000,4,2.5,2599,3227,1908,0,805235,large,36.9,91.5,54.6,37.73838610000001,-122.43658290000002,http://www.redfin.com/CA/San-Francisco/2371-Diamond-St-94131/home/1186741
1007,1008,Condo/Co-op,1568 Indiana St #8,San Francisco,CA,94107,848500,1,1.5,1211,0,1999,300,805235,large,36.9,91.5,54.6,37.7506125,-122.39080259999999,http://www.redfin.com/CA/San-Francisco/1568-Indiana-St-94107/unit-8/home/1521886
1008,1009,Single Family Residential,2050 24th Ave,San Francisco,CA,94116,995000,3,2.0,1359,3000,1943,0,805235,large,36.9,91.5,54.6,37.7493153,-122.4812863,http://www.redfin.com/CA/San-Francisco/2050-24th-Ave-94116/home/1894786
1009,1010,Condo/Co-op,1000 North Point St #203,San Francisco,CA,94109,599000,1,1.0,582,0,1963,792,805235,large,36.9,91.5,54.6,37.8055099,-122.42415729999999,http://www.redfin.com/CA/San-Francisco/1000-N-Point-St-94109/unit-203/home/12395474
1010,1011,Condo/Co-op,501 Crescent Way #5112,San Francisco,CA,94134,748800,2,2.0,875,0,2006,488,805235,large,36.9,91.5,54.6,37.711928799999995,-122.3886055,http://www.redfin.com/CA/San-Francisco/501-Crescent-Way-94134/unit-5112/home/22888811
1011,1012,Single Family Residential,166 Meadowbrook Dr,San Francisco,CA,94123,1985000,3,3.0,0,2495,1941,0,805235,large,36.9,91.5,54.6,37.731457,-122.484187,http://www.redfin.com/CA/San-Francisco/166-Meadowbrook-Dr-94132/home/1599974
1012,1013,Condo/Co-op,2000 Washington St #1,San Francisco,CA,94109,9000000,3,3.5,4438,0,1922,3109,805235,large,36.9,91.5,54.6,37.792936,-122.4264631,http://www.redfin.com/CA/San-Francisco/2000-Washington-St-94109/unit-001/home/12401087
1013,1014,Condo/Co-op,1001 Pine St #802,San Francisco,CA,94109,895000,2,1.0,815,0,1963,649,805235,large,36.9,91.5,54.6,37.7903477,-122.41256750000001,http://www.redfin.com/CA/San-Francisco/1001-Pine-St-94109/unit-802/home/553623
1014,1015,Multi-Family (2-4 Unit),3086-3088 Balboa St,San Francisco,CA,94112,1498000,0,0.0,2515,1875,1920,0,805235,large,36.9,91.5,54.6,37.7761794,-122.4918402,http://www.redfin.com/CA/San-Francisco/3086-Balboa-St-94121/unit-3088/home/618365
1015,1016,Condo/Co-op,301 Main St Unit 6F,San Francisco,CA,94105,999999,1,1.0,800,0,2008,890,805235,large,36.9,91.5,54.6,37.7895974,-122.3911965,http://www.redfin.com/CA/San-Francisco/301-Main-St-94105/unit-6F/home/21967135
1016,1017,Condo/Co-op,464 A Filbert St,San Francisco,CA,94133,1495000,4,3.5,2217,0,1908,135,805235,large,36.9,91.5,54.6,37.801929,-122.4072513,http://www.redfin.com/CA/San-Francisco/464A-Filbert-St-94133/home/12277349
1017,1018,Single Family Residential,2344 15th St,San Francisco,CA,94114,2925000,4,2.0,0,2875,1906,0,805235,large,36.9,91.5,54.6,37.765894,-122.43631189999999,http://www.redfin.com/CA/San-Francisco/2344-15th-St-94114/home/1985244
1018,1019,Condo/Co-op,1403-1409 Anza St,San Francisco,CA,94118,2395000,11,4.0,3800,2374,1922,0,805235,large,36.9,91.5,54.6,37.7789864,-122.46335,http://www.redfin.com/CA/San-Francisco/1403-Anza-St-94118/home/1270118
1019,1020,Condo/Co-op,746 South Van Ness Ave Unit A,San Francisco,CA,94110,1395000,3,2.5,0,0,2009,400,805235,large,36.9,91.5,54.6,37.7612171,-122.4175043,http://www.redfin.com/CA/San-Francisco/746-S-Van-Ness-Ave-94110/unit-A/home/17487998
1020,1021,Condo/Co-op,300 Ivy St #412,San Francisco,CA,94102,1650000,2,2.0,1100,0,2014,655,805235,large,36.9,91.5,54.6,37.7774924,-122.42356029999999,http://www.redfin.com/CA/San-Francisco/300-Ivy-St-94102/unit-412/home/69054963
1021,1022,Multi-Family (5+ Unit),1857 Mason St,San Francisco,CA,94133,3495000,7,0.0,4998,2100,1908,0,805235,large,36.9,91.5,54.6,37.8007781,-122.4128185,http://www.redfin.com/CA/San-Francisco/1857-Mason-St-94133/home/540830
1022,1023,Condo/Co-op,2363 Larkin St #1,San Francisco,CA,94109,453854,1,1.0,617,0,1923,680,805235,large,36.9,91.5,54.6,37.799704999999996,-122.4211375,http://www.redfin.com/CA/San-Francisco/2363-Larkin-St-94109/unit-1/home/1243585
1023,1024,Single Family Residential,325 Louisburg St,San Francisco,CA,94112,895000,4,2.0,1160,2739,1908,0,805235,large,36.9,91.5,54.6,37.7189215,-122.45081689999999,http://www.redfin.com/CA/San-Francisco/325-Louisburg-St-94112/home/1647902
1024,1025,Single Family Residential,3 Porter St,San Francisco,CA,94110,699000,2,2.0,875,467,1916,0,805235,large,36.9,91.5,54.6,37.7347011,-122.4180457,http://www.redfin.com/CA/San-Francisco/3-Porter-St-94110/home/1879677
1025,1026,Condo/Co-op,766 Harrison St #403,San Francisco,CA,94107,449000,0,1.0,0,0,2008,281,805235,large,36.9,91.5,54.6,37.7816504,-122.3991169,http://www.redfin.com/CA/San-Francisco/766-Harrison-St-94107/unit-403/home/39915205
1026,1027,Single Family Residential,353 Sweeny St,San Francisco,CA,94134,1249000,3,2.0,1475,2404,1939,0,805235,large,36.9,91.5,54.6,37.7315348,-122.41201709999999,http://www.redfin.com/CA/San-Francisco/353-Sweeny-St-94134/home/1759972
1027,1028,Single Family Residential,367 21st Ave,San Francisco,CA,94121,1598000,3,2.0,2090,2988,1930,0,805235,large,36.9,91.5,54.6,37.780967100000005,-122.4807755,http://www.redfin.com/CA/San-Francisco/367-21st-Ave-94121/home/1709190
1028,1029,Single Family Residential,151 Brompton Ave,San Francisco,CA,94131,1695000,3,2.0,1750,2500,1927,0,805235,large,36.9,91.5,54.6,37.732977000000005,-122.43496,http://www.redfin.com/CA/San-Francisco/151-Brompton-Ave-94131/home/813761
1029,1030,Single Family Residential,471-473 Lombard St,San Francisco,CA,94133,3995000,4,3.5,2750,3436,1908,0,805235,large,36.9,91.5,54.6,37.803024900000004,-122.40914240000001,http://www.redfin.com/CA/San-Francisco/471-Lombard-St-94133/home/1722246
1030,1031,Condo/Co-op,2057 15th St Unit D,San Francisco,CA,94114,1449000,3,1.0,1312,0,1907,563,805235,large,36.9,91.5,54.6,37.765817999999996,-122.43022350000001,http://www.redfin.com/CA/San-Francisco/2057-15th-St-94114/unit-D/home/706725
1031,1032,Condo/Co-op,888 7th St Unit LL-8,San Francisco,CA,94107,599000,0,1.0,495,0,2007,374,805235,large,36.9,91.5,54.6,37.770553,-122.40040520000001,http://www.redfin.com/CA/San-Francisco/888-7th-St-94107/unit-LL-8/home/17306001
1032,1033,Condo/Co-op,338 Main Unit 32A,San Francisco,CA,94105,2850000,2,2.0,1572,0,2016,1241,805235,large,36.9,91.5,54.6,37.78867329999999,-122.39141780000001,http://www.redfin.com/CA/San-Francisco/338-Main-St-94105/unit-32A/home/109687092
1033,1034,Single Family Residential,737 Arguello Blvd,San Francisco,CA,94118,2395000,4,3.0,2596,2996,1905,0,805235,large,36.9,91.5,54.6,37.7767013,-122.45892520000001,http://www.redfin.com/CA/San-Francisco/737-Arguello-Blvd-94118/home/1452734
1034,1035,Condo/Co-op,388 Fulton St #508,San Francisco,CA,94102,695000,0,1.0,0,0,unknown,485,805235,large,36.9,91.5,54.6,37.7790409,-122.4231102,http://www.redfin.com/CA/San-Francisco/388-Fulton-St-94102/unit-508/home/144063613
1035,1036,Single Family Residential,270 Hearst Ave,San Francisco,CA,94131,999000,2,1.0,0,2813,1900,0,805235,large,36.9,91.5,54.6,37.7309334,-122.4436496,http://www.redfin.com/CA/San-Francisco/270-Hearst-Ave-94131/home/692833
1036,1037,Condo/Co-op,301 Mission St Unit 31B,San Francisco,CA,94105,1995000,2,2.5,1652,0,2009,2736,805235,large,36.9,91.5,54.6,37.7903824,-122.39615309999999,http://www.redfin.com/CA/San-Francisco/301-Mission-St-94105/unit-31B/home/40142457
1037,1038,Condo/Co-op,3629 Webster St,San Francisco,CA,94123,1695000,2,1.0,1664,0,1931,346,805235,large,36.9,91.5,54.6,37.804186,-122.435538,http://www.redfin.com/CA/San-Francisco/3629-Webster-St-94123/home/12276970
1038,1039,Condo/Co-op,2750 Market St #102,San Francisco,CA,94114,1399000,2,2.0,1508,0,1981,1025,805235,large,36.9,91.5,54.6,37.761751700000005,-122.43914270000002,http://www.redfin.com/CA/San-Francisco/2750-Market-St-94114/unit-102/home/1718518
1039,1040,Single Family Residential,583 Vienna St,San Francisco,CA,94112,899000,3,1.0,1330,2500,1912,0,805235,large,36.9,91.5,54.6,37.7191723,-122.43111940000001,http://www.redfin.com/CA/San-Francisco/583-Vienna-St-94112/home/1345369
1040,1041,Condo/Co-op,1000 3rd St #910,San Francisco,CA,94158,1075000,1,1.0,829,0,2018,820,805235,large,36.9,91.5,54.6,37.7752125,-122.39022759999999,http://www.redfin.com/CA/San-Francisco/1000-3rd-St-94158/unit-910/home/167382687
1041,1042,Condo/Co-op,25 Orben Pl,San Francisco,CA,94115,899000,1,1.0,0,0,1900,325,805235,large,36.9,91.5,54.6,37.7884021,-122.43308710000001,http://www.redfin.com/CA/San-Francisco/25-Orben-Pl-94115/home/1529837
1042,1043,Multi-Family (2-4 Unit),3877 Cesar Chavez St,San Francisco,CA,94131,1895000,3,0.0,2069,2848,1900,0,805235,large,36.9,91.5,54.6,37.747546500000006,-122.4264669,http://www.redfin.com/CA/San-Francisco/3877-Cesar-Chavez-94131/home/1046112
1043,1044,Condo/Co-op,3252 Clay St,San Francisco,CA,94115,2450000,2,2.0,2325,0,1912,250,805235,large,36.9,91.5,54.6,37.78935,-122.44668999999999,http://www.redfin.com/CA/San-Francisco/3252-Clay-St-94115/home/1716507
1044,1045,Multi-Family (5+ Unit),51 Sycamore St,San Francisco,CA,94110,3250000,15,0.0,7110,2796,1907,0,805235,large,36.9,91.5,54.6,37.7625415,-122.4206842,http://www.redfin.com/CA/San-Francisco/51-Sycamore-St-94110/home/1230981
1045,1046,Condo/Co-op,261 Buena Vista Ave,San Francisco,CA,94117,1695000,3,2.0,1815,0,1909,700,805235,large,36.9,91.5,54.6,37.768033,-122.439031,http://www.redfin.com/CA/San-Francisco/261-Buena-Vista-Ave-E-94117/home/1750066
1046,1047,Single Family Residential,2922 Franklin St,San Francisco,CA,94123,6500000,5,5.5,4665,2187,2019,0,805235,large,36.9,91.5,54.6,37.8015373,-122.425995,http://www.redfin.com/CA/San-Francisco/2922-Franklin-St-94123/home/172616098
1047,1048,Condo/Co-op,2444 Van Ness Ave Ph 5,San Francisco,CA,94109,2495000,3,3.0,0,0,unknown,750,805235,large,36.9,91.5,54.6,37.798281599999996,-122.4234896,http://www.redfin.com/CA/San-Francisco/2444-Van-Ness-Ave-94109/unit-5/home/2020810
1048,1049,Condo/Co-op,2129 Leavenworth St,San Francisco,CA,94133,3698000,3,2.5,2540,0,unknown,1007,805235,large,36.9,91.5,54.6,37.800669899999995,-122.41797199999999,http://www.redfin.com/CA/San-Francisco/2129-Leavenworth-St-94133/home/28935647
1049,1050,Condo/Co-op,201 Harrison St #704,San Francisco,CA,94105,825000,1,1.0,795,0,1991,690,805235,large,36.9,91.5,54.6,37.7875875,-122.3904715,http://www.redfin.com/CA/San-Francisco/201-Harrison-St-94105/unit-704/home/965398
1050,1051,Condo/Co-op,11 Franklin St #802,San Francisco,CA,94102,1450000,2,2.0,979,0,2016,612,805235,large,36.9,91.5,54.6,37.7744289,-122.4211101,http://www.redfin.com/CA/San-Francisco/11-Franklin-St-94102/unit-802/home/144064055
1051,1052,Single Family Residential,2132 15th Ave,San Francisco,CA,94116,1475000,2,2.0,1538,6281,1945,0,805235,large,36.9,91.5,54.6,37.7481202,-122.4715136,http://www.redfin.com/CA/San-Francisco/2132-15th-Ave-94116/home/1290895
1052,1053,Multi-Family (2-4 Unit),2920-2922 Franklin St,San Francisco,CA,94123,6500000,5,5.5,4665,2187,2019,0,805235,large,36.9,91.5,54.6,37.801536999999996,-122.425995,http://www.redfin.com/CA/San-Francisco/2920-Franklin-St-94123/home/1594444
1053,1054,Condo/Co-op,723 Taylor St #302,San Francisco,CA,94108,965000,2,1.0,0,0,2010,498,805235,large,36.9,91.5,54.6,37.789193,-122.4122321,http://www.redfin.com/CA/San-Francisco/723-Taylor-St-94108/unit-302/home/40142271
1054,1055,Condo/Co-op,250 Clara St #4,San Francisco,CA,94107,1125000,2,2.0,1345,0,2001,448,805235,large,36.9,91.5,54.6,37.778768799999995,-122.4035531,http://www.redfin.com/CA/San-Francisco/250-Clara-St-94107/unit-4/home/12397743
1055,1056,Multi-Family (2-4 Unit),5032-5034 Mission St,San Francisco,CA,94112,1595000,4,3.0,4000,2617,1923,0,805235,large,36.9,91.5,54.6,37.718074200000004,-122.4401685,http://www.redfin.com/CA/San-Francisco/5032-Mission-St-94112/home/2005891
1056,1057,Condo/Co-op,2111 Hyde St #404,San Francisco,CA,94109,2498000,3,2.0,2174,0,1924,1442,805235,large,36.9,91.5,54.6,37.80036629999999,-122.41964420000001,http://www.redfin.com/CA/San-Francisco/2111-Hyde-St-94109/unit-404/home/12400075
1057,1058,Condo/Co-op,355 Bryant St #102,San Francisco,CA,94107,2450000,2,2.0,2203,0,1917,830,805235,large,36.9,91.5,54.6,37.7835506,-122.39242150000001,http://www.redfin.com/CA/San-Francisco/355-Bryant-St-94107/unit-102/home/12396198
1058,1059,Condo/Co-op,950 Tennessee St #123,San Francisco,CA,94107,1049000,1,1.0,796,0,2020,544,805235,large,36.9,91.5,54.6,37.759674700000005,-122.38982450000002,http://www.redfin.com/CA/San-Francisco/950-Tennessee-St-94107/unit-123/home/172605890
1059,1060,Condo/Co-op,1310 Fulton St #203,San Francisco,CA,94117,1198000,2,2.0,1088,0,1989,578,805235,large,36.9,91.5,54.6,37.77704779999999,-122.4386004,http://www.redfin.com/CA/San-Francisco/1310-Fulton-St-94117/unit-203/home/1555428
1060,1061,Condo/Co-op,1000 3rd St #1406,San Francisco,CA,94158,1799000,2,2.0,1275,0,2018,928,805235,large,36.9,91.5,54.6,37.7752125,-122.39022759999999,http://www.redfin.com/CA/San-Francisco/1000-3rd-St-94158/unit-1406/home/167382753
1061,1062,Single Family Residential,199 San Felipe Ave,San Francisco,CA,94127,2700000,4,3.5,3324,4159,1928,2,805235,large,36.9,91.5,54.6,37.732366600000006,-122.4635532,http://www.redfin.com/CA/San-Francisco/199-San-Felipe-Ave-94127/home/1980792
1062,1063,Condo/Co-op,25 Camp St #6,San Francisco,CA,94110,1299000,2,1.0,976,0,1961,384,805235,large,36.9,91.5,54.6,37.7637699,-122.42321969999999,http://www.redfin.com/CA/San-Francisco/25-Camp-St-94110/unit-6/home/110052110
1063,1064,Condo/Co-op,1188 Valencia St #311,San Francisco,CA,94110,929000,1,1.0,0,0,2018,486,805235,large,36.9,91.5,54.6,37.75392,-122.42101640000001,http://www.redfin.com/CA/San-Francisco/1188-Valencia-St-94110/unit-311/home/169571299
1064,1065,Condo/Co-op,90 Sanchez St,San Francisco,CA,94114,1650000,2,1.5,1437,0,1924,232,805235,large,36.9,91.5,54.6,37.76778,-122.431525,http://www.redfin.com/CA/San-Francisco/90-Sanchez-St-94114/home/1612920
1065,1066,Condo/Co-op,1300 22nd St #415,San Francisco,CA,94107,1399500,2,2.0,0,0,2016,752,805235,large,36.9,91.5,54.6,37.7578379,-122.39447140000001,http://www.redfin.com/CA/San-Francisco/1300-22nd-St-94107/unit-415/home/167315311
1066,1067,Condo/Co-op,428 Vallejo St,San Francisco,CA,94133,1295000,2,1.0,821,0,1907,500,805235,large,36.9,91.5,54.6,37.79929310000001,-122.40452690000001,http://www.redfin.com/CA/San-Francisco/428-Vallejo-St-94133/home/28938843
1067,1068,Multi-Family (2-4 Unit),225 21st Ave,San Francisco,CA,94121,3200000,9,6.0,5390,3600,1987,0,805235,large,36.9,91.5,54.6,37.7835343,-122.4809764,http://www.redfin.com/CA/San-Francisco/225-21st-Ave-94121/home/962618
1068,1069,Condo/Co-op,1400 Mission St #313,San Francisco,CA,94103,376375,2,2.0,940,0,2015,523,805235,large,36.9,91.5,54.6,37.7752826,-122.4164899,http://www.redfin.com/CA/San-Francisco/1400-Mission-St-94103/unit-313/home/109278528
1069,1070,Single Family Residential,171 Valley St,San Francisco,CA,94131,4500000,5,4.5,3220,2848,1900,0,805235,large,36.9,91.5,54.6,37.744347399999995,-122.4260632,http://www.redfin.com/CA/San-Francisco/171-Valley-St-94131/home/1760576
1070,1071,Single Family Residential,382 Surrey St,San Francisco,CA,94131,2100000,3,2.5,1625,2953,1967,0,805235,large,36.9,91.5,54.6,37.7358441,-122.4385514,http://www.redfin.com/CA/San-Francisco/382-Surrey-St-94131/home/1940376
1071,1072,Multi-Family (5+ Unit),378-384 Dolores St,San Francisco,CA,94110,4980000,16,0.0,8454,3666,1905,0,805235,large,36.9,91.5,54.6,37.7633479,-122.4266466,http://www.redfin.com/CA/San-Francisco/378-Dolores-St-94110/home/1868052
1072,1073,Single Family Residential,715 Mount Vernon Ave,San Francisco,CA,94112,1250000,4,1.0,1075,4990,1906,0,805235,large,36.9,91.5,54.6,37.7194472,-122.4515672,http://www.redfin.com/CA/San-Francisco/715-Mt-Vernon-Ave-94112/home/824503
1073,1074,Condo/Co-op,1940 Bush St,San Francisco,CA,94115,2199000,4,2.0,0,0,1900,266,805235,large,36.9,91.5,54.6,37.787836999999996,-122.42931000000002,http://www.redfin.com/CA/San-Francisco/1940-Bush-St-94115/home/1296522
1074,1075,Single Family Residential,130 Marsilly St,San Francisco,CA,94112,1485000,2,2.0,1619,2495,1926,0,805235,large,36.9,91.5,54.6,37.733074,-122.427893,http://www.redfin.com/CA/San-Francisco/Unknown-94112/home/811885
1075,1076,Condo/Co-op,152 Lombard St #702,San Francisco,CA,94111,1475000,2,2.0,1300,0,1975,1088,805235,large,36.9,91.5,54.6,37.80445,-122.404178,http://www.redfin.com/CA/San-Francisco/152-Lombard-St-94111/unit-702/home/22045035
1076,1077,Condo/Co-op,2444 Van Ness Ave Ph 6,San Francisco,CA,94109,2495000,3,3.0,0,0,unknown,750,805235,large,36.9,91.5,54.6,37.798281599999996,-122.4234896,http://www.redfin.com/CA/San-Francisco/2444-Van-Ness-Ave-94109/unit-6/home/564137
1077,1078,Condo/Co-op,855 Folsom St #306,San Francisco,CA,94107,849000,1,1.5,787,0,2001,611,805235,large,36.9,91.5,54.6,37.7807672,-122.40214180000001,http://www.redfin.com/CA/San-Francisco/855-Folsom-St-94107/unit-306/home/22854315
1078,1079,Single Family Residential,343 Cumberland St,San Francisco,CA,94114,1898000,3,2.0,0,2848,1907,0,805235,large,36.9,91.5,54.6,37.758447499999996,-122.4313356,http://www.redfin.com/CA/San-Francisco/343-Cumberland-St-94114/home/1387563
1079,1080,Condo/Co-op,131 Topaz Way,San Francisco,CA,94131,1395000,3,2.5,1900,0,1978,600,805235,large,36.9,91.5,54.6,37.74066,-122.436352,http://www.redfin.com/CA/San-Francisco/131-Topaz-Way-94131/home/1206012
1080,1081,Condo/Co-op,108 San Jose Ave #1,San Francisco,CA,94110,1595000,3,2.0,0,0,2001,295,805235,large,36.9,91.5,54.6,37.75303529999999,-122.421807,http://www.redfin.com/CA/San-Francisco/108-San-Jose-Ave-94110/unit-1/home/1795709
1081,1082,Single Family Residential,2455 44Th Ave,San Francisco,CA,94116,1395000,3,2.0,1450,3000,1944,0,805235,large,36.9,91.5,54.6,37.740820899999996,-122.50265279999999,http://www.redfin.com/CA/San-Francisco/2455-44th-Ave-94116/home/659610
1082,1083,Single Family Residential,195 Portola Dr,San Francisco,CA,94131,1995000,3,2.0,1705,2670,1936,0,805235,large,36.9,91.5,54.6,37.7475177,-122.4438154,http://www.redfin.com/CA/San-Francisco/195-Portola-Dr-94114/home/681131
1083,1084,Condo/Co-op,148 Divisadero St Unit C,San Francisco,CA,94117,1549000,2,2.0,1201,0,1984,250,805235,large,36.9,91.5,54.6,37.76979457,-122.4365061,http://www.redfin.com/CA/San-Francisco/148-Divisadero-St-94117/unit-C/home/1324044
1084,1085,Condo/Co-op,401 Harrison Unit 5E,San Francisco,CA,94105,969000,1,1.0,707,0,2014,1225,805235,large,36.9,91.5,54.6,37.7864989,-122.39214869999999,http://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-5E/home/144063870
1085,1086,Condo/Co-op,219 Brannan St Unit 2G,San Francisco,CA,94107,2368000,3,3.0,1694,0,2000,1295,805235,large,36.9,91.5,54.6,37.7830623,-122.3901122,http://www.redfin.com/CA/San-Francisco/219-Brannan-St-94107/unit-2G/home/847470
1086,1087,Single Family Residential,923 Central Ave,San Francisco,CA,94115,2249000,4,2.0,2455,3025,1905,0,805235,large,36.9,91.5,54.6,37.778641,-122.445617,http://www.redfin.com/CA/San-Francisco/923-Central-Ave-94115/home/2023675
1087,1088,Single Family Residential,56 Laura St,San Francisco,CA,94112,1295000,4,3.0,2290,1999,1900,0,805235,large,36.9,91.5,54.6,37.7103391,-122.45069369999999,http://www.redfin.com/CA/San-Francisco/56-Laura-St-94112/home/958311
1088,1089,Condo/Co-op,3439 Sacramento St #401,San Francisco,CA,94118,3350000,3,2.0,1942,0,2000,1064,805235,large,36.9,91.5,54.6,37.787612700000004,-122.4492889,http://www.redfin.com/CA/San-Francisco/3439-Sacramento-St-94118/unit-401/home/877319
1089,1090,Condo/Co-op,1677 Church St,San Francisco,CA,94131,1450000,2,1.0,1362,0,unknown,379,805235,large,36.9,91.5,54.6,37.7441105,-122.42627009999998,http://www.redfin.com/CA/San-Francisco/1677-Church-St-94131/home/1906896
1090,1091,Condo/Co-op,134 Haight St Unit A,San Francisco,CA,94102,1650000,3,2.5,1940,0,1895,232,805235,large,36.9,91.5,54.6,37.773068,-122.424567,http://www.redfin.com/CA/San-Francisco/134-Haight-St-94102/unit-A/home/583231
1091,1092,Condo/Co-op,1101 Green St #902,San Francisco,CA,94109,1195000,1,1.0,930,0,1930,1501,805235,large,36.9,91.5,54.6,37.7982344,-122.41739399999999,http://www.redfin.com/CA/San-Francisco/1101-Green-St-94109/unit-902/home/1902860
1092,1093,Single Family Residential,328 Richland Ave,San Francisco,CA,94110,2598000,4,4.0,2980,2500,1909,0,805235,large,36.9,91.5,54.6,37.7355766,-122.4191961,http://www.redfin.com/CA/San-Francisco/328-Richland-Ave-94110/home/1149900
1093,1094,Condo/Co-op,4500 California Ave,San Francisco,CA,94118,1295000,2,2.0,1392,0,unknown,461,805235,large,36.9,91.5,54.6,37.78508370000001,-122.46580870000001,http://www.redfin.com/CA/San-Francisco/4500-California-St-94118/home/11892944
1094,1095,Condo/Co-op,300 Berry St #1411,San Francisco,CA,94158,1350000,2,1.0,995,0,2009,621,805235,large,36.9,91.5,54.6,37.773929700000004,-122.3962408,http://www.redfin.com/CA/San-Francisco/300-Berry-St-94158/unit-1411/home/28938799
1095,1096,Single Family Residential,124 Hamilton St #00,San Francisco,CA,94134,1225000,3,2.0,2300,3598,1977,0,805235,large,36.9,91.5,54.6,37.72926470000001,-122.4111091,http://www.redfin.com/CA/San-Francisco/124-Hamilton-St-94134/unit-00/home/172583431
1096,1097,Condo/Co-op,601 Van Ness Ave #728,San Francisco,CA,94102,499000,0,1.0,490,0,1982,820,805235,large,36.9,91.5,54.6,37.7813857,-122.42140630000002,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-728/home/1483740
1097,1098,Condo/Co-op,201 Sansome St #801,San Francisco,CA,94104,819000,1,1.0,658,0,1909,644,805235,large,36.9,91.5,54.6,37.7922568,-122.40124229999999,http://www.redfin.com/CA/San-Francisco/201-Sansome-St-94104/unit-801/home/12277366
1098,1099,Condo/Co-op,555 4th St #742,San Francisco,CA,94107,795000,1,1.0,699,0,2006,605,805235,large,36.9,91.5,54.6,37.7794218,-122.39671240000001,http://www.redfin.com/CA/San-Francisco/555-4th-St-94107/unit-742/home/12402468
1099,1100,Single Family Residential,1916 23rd Ave,San Francisco,CA,94116,1380000,3,2.0,1450,2688,1940,0,805235,large,36.9,91.5,54.6,37.7518109,-122.480294,http://www.redfin.com/CA/San-Francisco/1916-23rd-Ave-94116/home/1889286
1100,1101,Single Family Residential,3585-3587 Mission St,San Francisco,CA,94110,1800000,4,3.0,2780,2308,1978,0,805235,large,36.9,91.5,54.6,37.7391846,-122.42363259999999,http://www.redfin.com/CA/San-Francisco/3585-Mission-St-94110/home/1213884
1101,1102,Condo/Co-op,2002 3rd St #219,San Francisco,CA,94107,995000,2,2.0,1139,0,2002,618,805235,large,36.9,91.5,54.6,37.763988399999995,-122.3891649,http://www.redfin.com/CA/San-Francisco/2002-3rd-St-94107/unit-219/home/12397994
1102,1103,Single Family Residential,237 Avila St,San Francisco,CA,94123,4000000,4,3.5,2937,2504,1925,0,805235,large,36.9,91.5,54.6,37.803067799999994,-122.4411258,http://www.redfin.com/CA/San-Francisco/237-Avila-St-94123/home/1779540
