,property_type,address,city,state,zip_code,price,beds,baths,square_feet,lot_size,year_built,hoa_permonth,url,latitude,longitude
93,Single Family Residential,59 Berney Way,Little Rock,AR,72223.0,384950,4,3.0,3350,18730.0,1998.0,13.0,http://www.redfin.com/AR/Little-Rock/59-Berney-Way-Dr-72223/home/82870135,34.8064043,-92.4839288
94,Single Family Residential,1201 Welch,Little Rock,AR,72202.0,475000,5,3.0,4180,22651.0,1870.0,,http://www.redfin.com/AR/Little-Rock/1201-Welch-St-72202/home/82810132,34.735836299999995,-92.2595582
95,Single Family Residential,8 Mirabel Ct,Little Rock,AR,72223.0,650000,4,5.0,3988,12196.0,2017.0,33.0,http://www.redfin.com/AR/Little-Rock/Mirabel-Ct-72223/home/102284628,34.782171999999996,-92.495389
96,Single Family Residential,20620 Hardy Dr,Little Rock,AR,72206.0,324900,4,3.0,3237,43560.0,2004.0,,http://www.redfin.com/AR/Little-Rock/20620-Hardy-Dr-72206/home/81485923,34.5612584,-92.3402301
97,Single Family Residential,815 W 19th,Little Rock,AR,72206.0,114900,2,1.0,1015,3920.0,1940.0,,http://www.redfin.com/AR/Little-Rock/815-W-19th-St-72206/home/82975804,34.7306564,-92.28287309999999
98,Single Family Residential,98 Orle Cir,Little Rock,AR,72223.0,679900,4,4.0,4555,19602.0,2010.0,95.0,http://www.redfin.com/AR/Little-Rock/98-Orle-Cir-72223/home/81411220,34.7886346,-92.4926651
99,Single Family Residential,124 Vernon Ave,Little Rock,AR,72205.0,215000,3,2.0,1769,6534.0,1940.0,,http://www.redfin.com/AR/Little-Rock/124-Vernon-Ave-72205/home/95319962,34.7498586,-92.3038667
100,Single Family Residential,6412 Juniper,Little Rock,AR,72209.0,105000,3,2.0,1342,11325.0,1962.0,,http://www.redfin.com/AR/Little-Rock/6412-Juniper-Rd-72209/home/95350341,34.6754374,-92.3493823
101,Single Family Residential,61 Falstone Dr,Little Rock,AR,72223.0,649500,5,4.0,3980,13939.0,2020.0,49.0,http://www.redfin.com/AR/Little-Rock/61-Falstone-DR-72223/home/167629566,34.7710126,-92.4801989
102,Single Family Residential,8 Shawnee Forest Cv,Little Rock,AR,72212.0,234700,4,2.0,2457,14374.0,1978.0,,http://www.redfin.com/AR/Little-Rock/8-Shawnee-Forest-Cv-72212/home/81391826,34.789618,-92.4092349
103,Single Family Residential,7405 Illinois,Little Rock,AR,72207.0,159900,3,1.0,1408,7405.0,1939.0,,http://www.redfin.com/AR/Little-Rock/7405-Illinois-St-72207/home/81394186,34.7670551,-92.35647409999999
104,Single Family Residential,106 Deauville Dr,Little Rock,AR,72223.0,874999,5,5.0,5769,19602.0,2007.0,100.0,http://www.redfin.com/AR/Little-Rock/106-Deauville-Dr-72223/home/82816609,34.7870666,-92.4775322
105,Single Family Residential,5 Chenal Downs Dr,Little Rock,AR,72223.0,1275000,4,5.0,7100,218235.0,2007.0,167.0,http://www.redfin.com/AR/Little-Rock/5-Chenal-Downs-Blvd-72223/home/82918813,34.7732526,-92.4686853
106,Single Family Residential,160 Pebble Beach Dr,Little Rock,AR,72212.0,350000,3,2.5,2623,16552.0,1984.0,,http://www.redfin.com/AR/Little-Rock/160-Pebble-Beach-Dr-72212/home/82953421,34.7817088,-92.434055
107,Single Family Residential,522 Ash St,Little Rock,AR,72205.0,299900,2,2.0,1613,6969.0,1928.0,,http://www.redfin.com/AR/Little-Rock/522-Ash-St-72205/home/82893419,34.7560852,-92.323337
108,Single Family Residential,8 Marchwood Cv,Little Rock,AR,72210.0,325500,3,2.0,2132,14374.0,2017.0,100.0,http://www.redfin.com/AR/Little-Rock/8-Marchwood-Cv-72210/home/95358284,34.6897157,-92.422285
109,Single Family Residential,38 Bristol Ct,Little Rock,AR,72211.0,385000,4,3.5,3450,7840.0,2007.0,33.0,http://www.redfin.com/AR/Little-Rock/38-Bristol-Ct-72211/home/95344922,34.771443299999994,-92.444906
110,Single Family Residential,2219 S Schiller St,Little Rock,AR,,185000,3,2.0,1660,6534.0,1895.0,,http://www.redfin.com/AR/Little-Rock/2219-S-Schiller-St-72202/home/82941679,34.727622499999995,-92.296273
111,Single Family Residential,2915 N University Ave,Little Rock,AR,72207.0,869000,4,5.5,4354,,2017.0,,http://www.redfin.com/AR/Little-Rock/2915-N-University-Ave-72207/home/82978867,34.7790104,-92.33997140000001
112,Single Family Residential,714 N Shackleford Rd,Little Rock,AR,72211.0,201000,4,2.5,2021,13503.0,1976.0,6.0,http://www.redfin.com/AR/Little-Rock/714-N-Shackleford-Rd-72211/home/95339356,34.759676299999995,-92.3965405
113,Condo/Co-op,301 Kings Row #408,Little Rock,AR,72207.0,129500,2,2.0,1112,,1980.0,180.0,http://www.redfin.com/AR/Little-Rock/301-Kings-Row-Dr-72207/unit-408/home/146748248,34.771982200000004,-92.35395109999999
114,Condo/Co-op,300 E 3rd St #1008,Little Rock,AR,72201.0,524900,2,2.0,1535,,2007.0,725.0,http://www.redfin.com/AR/Little-Rock/300-E-3rd-St-72201/unit-1008/home/81414967,34.7460626,-92.2677324
115,Single Family Residential,200 Chalamont,Little Rock,AR,72223.0,300000,4,3.0,2557,14374.0,2002.0,36.0,http://www.redfin.com/AR/Little-Rock/200-Chalamont-Ln-72223/home/95365093,34.8093237,-92.511354
116,Single Family Residential,10104 Geyer Springs Rd,Little Rock,AR,72209.0,48500,2,1.5,1308,4356.0,1966.0,,http://www.redfin.com/AR/Little-Rock/10104-Geyer-Springs-Rd-72209/home/95351295,34.6579847,-92.3451817
117,Single Family Residential,48 Overlook,Little Rock,AR,72207.0,1350000,4,4.5,6809,32670.0,1989.0,,http://www.redfin.com/AR/Little-Rock/48-Overlook-Dr-72207/home/95336169,34.788379299999995,-92.363355
118,Single Family Residential,9 Lamarche Ln,Little Rock,AR,72223.0,549000,6,3.5,4518,23958.0,2006.0,46.0,http://www.redfin.com/AR/Little-Rock/9-La-Marche-Ln-72223/home/95329456,34.7830147,-92.4614383
119,Single Family Residential,16 Blue Ridge Cir,Little Rock,AR,72207.0,699000,3,2.0,3220,15681.0,1956.0,,http://www.redfin.com/AR/Little-Rock/16-Blue-Ridge-Cir-72207/home/82918724,34.778042,-92.329712
120,Single Family Residential,7 Rosewood,Little Rock,AR,,65000,3,2.0,1467,6969.0,1961.0,,http://www.redfin.com/AR/Little-Rock/7-Rosewood-Dr-72209/home/81398917,34.6924609,-92.35774620000001
121,Single Family Residential,2120 West Rd,Little Rock,AR,72207.0,235000,3,2.0,1300,18730.0,1955.0,,http://www.redfin.com/AR/Little-Rock/2120-W-Rd-72207/home/81392304,34.772177,-92.349124
122,Single Family Residential,71 Hallen Ct,Little Rock,AR,72223.0,1200000,4,4.0,4737,13503.0,2018.0,300.0,http://www.redfin.com/AR/Little-Rock/71-Hallen-Ct-72223/home/112365078,34.7783718,-92.4814878
