PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,HOA/MONTH,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),LATITUDE,LONGITUDE
Condo/Co-op,3222 Eastgate Pl,Anchorage,AK,99504,169900,2,2,1033,,1979,256,http://www.redfin.com/AK/Anchorage/3222-Eastgate-Pl-99504/unit-11/home/130981165,61.1911599,-149.7775779
Condo/Co-op,6436 E 10th Ave,Anchorage,AK,99504,234900,3,3,1650,,2002,260,http://www.redfin.com/AK/Anchorage/6436-E-10th-Ave-99504/unit-18-643/home/131761604,61.2126828,-149.7606439
Condo/Co-op,8613 Turf Ct #5,Anchorage,AK,99504,169000,2,1,922,,1982,265,http://www.redfin.com/AK/Anchorage/8613-Turf-Ct-99504/unit-5/home/131379171,61.2081176,-149.7198262
Condo/Co-op,12251 Johns Rd #3,Anchorage,AK,99515,260000,3,2,1292,,1999,269,http://www.redfin.com/AK/Anchorage/12251-Johns-Rd-99515/unit-3/home/172133509,61.1096979,-149.8785192
Condo/Co-op,5526 Big Bear Way #12,Anchorage,AK,99504,339000,3,2,1431,,2020,270,http://www.redfin.com/AK/Anchorage/5526-Big-Bear-Way-99504/unit-12/home/172187872,61.1869666,-149.7768577
Condo/Co-op,5530 Big Bear Way #13,Anchorage,AK,99504,339000,3,2,1431,,2020,270,http://www.redfin.com/AK/Anchorage/5530-Big-Bear-Way-99504/unit-13/home/172187873,61.1869666,-149.7768577
Condo/Co-op,5522 Big Bear Way #11,Anchorage,AK,99504,339000,3,2,1431,,2020,270,http://www.redfin.com/AK/Anchorage/5522-Big-Bear-Way-99504/unit-11/home/172187870,61.1869666,-149.7768577
Condo/Co-op,241 W 13th Ave #241,Anchorage,AK,99501,220000,2,2,800,,2010,275,http://www.redfin.com/AK/Anchorage/241-W-13th-Ave-99501/unit-241/home/172181129,61.2099272,-149.8871547
Condo/Co-op,243 W 13th Ave #243,Anchorage,AK,99501,225000,2,2,800,,2010,275,http://www.redfin.com/AK/Anchorage/243-W-13th-Ave-99501/unit-243/home/172187044,61.2099272,-149.887162
Condo/Co-op,239 W 13th Ave #239,Anchorage,AK,99501,225000,2,2,800,,2010,275,http://www.redfin.com/AK/Anchorage/239-W-13th-Ave-99501/unit-239/home/172179014,61.209792,-149.8871483
Condo/Co-op,7781 Stepping Stone Ln Unit G1,Anchorage,AK,99504,282900,3,3,1662,,2010,278,http://www.redfin.com/AK/Anchorage/7781-Stepping-Stone-Ln-99504/unit-G1/home/131274023,61.2078744,-149.737364
Condo/Co-op,4610 Reka Dr Unit A19,Anchorage,AK,99508,64999,1,1,661,,1978,279,http://www.redfin.com/AK/Anchorage/4610-Reka-Dr-99508/unit-A19/home/131549678,61.2041509,-149.7952793
Condo/Co-op,2628 Aspen Heights Loop #67,Anchorage,AK,99508,256000,3,3,1558,,2014,281,http://www.redfin.com/AK/Anchorage/2628-Aspen-Heights-Loop-99508/unit-67/home/131980632,61.195457,-149.790535
Condo/Co-op,2210 Sentry Dr Unit B21,Anchorage,AK,99507,126000,2,1,628,,1982,282,http://www.redfin.com/AK/Anchorage/2210-Sentry-Dr-99507/unit-B21/home/131648928,61.1342171,-149.8405913
Condo/Co-op,4651 Reka Dr #1,Anchorage,AK,99508,64500,11,1,541,,1982,285,http://www.redfin.com/AK/Anchorage/4651-Reka-Dr-99508/unit-1/home/172686700,61.2050959,-149.7942383
Condo/Co-op,2053 Cliffside Dr,Anchorage,AK,99501,275000,3,3,1567,,1974,288,http://www.redfin.com/AK/Anchorage/2053-Cliffside-Dr-99501/unit-13/home/131477925,61.2013326,-149.8434872
Condo/Co-op,7240 Huntsmen Cir Unit 4-E,Anchorage,AK,99518,149900,2,2,740,,1983,290,http://www.redfin.com/AK/Anchorage/7240-Huntsmen-Cir-99518/unit-4-E/home/131672386,61.1540635,-149.8848927
Condo/Co-op,13103 Brandon St #9,Anchorage,AK,99515,164900,2,2,859,,1983,300,http://www.redfin.com/AK/Anchorage/13103-Brandon-St-99515/unit-9/home/131215206,61.1017227,-149.8555208
Condo/Co-op,3626 Carleton Ave,Anchorage,AK,99517,229500,3,3,1377,,1983,309,http://www.redfin.com/AK/Anchorage/3626-Carleton-Ave-99517/unit-3626/home/131745100,61.1945297,-149.952164
Condo/Co-op,1717 Russian Jack Drive #A2 Unit A2,Anchorage,AK,99508,127000,2,2,988,,1982,319,http://www.redfin.com/AK/Anchorage/1717-Russian-Jack-Dr-99508/unit-A2/home/131094455,61.2053565,-149.798084
Condo/Co-op,3605 Burl Ct #121,Anchorage,AK,99504,229000,2,2,1521,,1976,321,http://www.redfin.com/AK/Anchorage/3605-Burl-Ct-99504/unit-121/home/131096538,61.1880863,-149.7619717
Condo/Co-op,1751 Hollybrook Circle Cir #13,Anchorage,AK,99507,330000,3,3,1608,,2013,321,http://www.redfin.com/AK/Anchorage/1751-Hollybrook-Cir-99507/unit-13/home/131964247,61.1263504,-149.8495769
Condo/Co-op,1797 Hollybrook Cir #6,Anchorage,AK,99507,330000,3,3,1453,3582,2010,321,http://www.redfin.com/AK/Anchorage/1797-Hollybrook-Cir-99507/unit-6/home/131279142,61.1263504,-149.8495769
Condo/Co-op,1711 Russian Jack Dr Unit B-1,Anchorage,AK,99508,115000,3,2,1117,,1982,328,http://www.redfin.com/AK/Anchorage/1711-Russian-Jack-Dr-99508/unit-B1/home/131368588,61.2054158,-149.7978295
Condo/Co-op,9625 Independence Dr Unit C205,Anchorage,AK,99507,106000,1,1,501,,1983,332,http://www.redfin.com/AK/Anchorage/9625-Independence-Dr-99507/unit-C205/home/131911657,61.13087,-149.8455059
Condo/Co-op,4208 Rollins Dr #14,Anchorage,AK,99508,189500,3,2,1225,,1974,335,http://www.redfin.com/AK/Anchorage/4208-Rollins-Dr-99508/unit-14/home/131823865,61.1824867,-149.7907644
Condo/Co-op,7141 Weimer Rd #23,Anchorage,AK,99502,120000,2,1,827,,1976,338,http://www.redfin.com/AK/Anchorage/7141-Weimer-Rd-99502/unit-23/home/172169643,61.1559803,-149.9500632
Condo/Co-op,8528 Boundary Ave Unit H4,Anchorage,AK,99504,92000,2,1,829,,1976,341,http://www.redfin.com/AK/Anchorage/8528-Boundary-Ave-99504/unit-H4/home/131466532,61.2240028,-149.7228042
Condo/Co-op,8612 Boundary Ave Unit L-3,Anchorage,AK,99504,75000,2,1,830,,1976,344,http://www.redfin.com/AK/Anchorage/8612-Boundary-Ave-99504/unit-L3/home/131101809,61.2240109,-149.7204849
Condo/Co-op,639 N St #102,Anchorage,AK,99501,325000,1,2,977,,1978,350,http://www.redfin.com/AK/Anchorage/639-N-St-99501/unit-102/home/131514121,61.2161937,-149.9074883
Condo/Co-op,2801 Discovery Bay Dr #25,Anchorage,AK,99515,415000,3,3,2251,,2006,359,http://www.redfin.com/AK/Anchorage/2801-Discovery-Bay-Dr-99515/unit-25/home/131764787,61.118107,-149.932036
Condo/Co-op,3100 Ward Pl #1,Anchorage,AK,99517,97000,2,1,845,,1977,381,http://www.redfin.com/AK/Anchorage/3100-Ward-Pl-99517/unit-1/home/131685202,61.1922511,-149.9557325
Condo/Co-op,11324 Discovery View Dr Unit 104B,Anchorage,AK,99515,230000,2,2,1041,,2009,396,http://www.redfin.com/AK/Anchorage/11324-Discovery-View-Dr-99515/unit-104B/home/131816199,61.117348,-149.931502
Condo/Co-op,610 N St #2,Anchorage,AK,99501,199000,2,1,783,,1978,412,http://www.redfin.com/AK/Anchorage/610-N-St-99501/unit-2/home/132079720,61.2162911,-149.9083177
Condo/Co-op,380 E 11th Ave #127,Anchorage,AK,99501,154900,2,1,890,,1983,459,http://www.redfin.com/AK/Anchorage/1101-Cordova-St-99501/unit-127/home/172167776,61.211529,-149.8783277
Condo/Co-op,1501 W 11th Ave #19,Anchorage,AK,99501,197000,2,1,633,,1953,460,http://www.redfin.com/AK/Anchorage/1501-W-11th-Ave-99501/unit-19/home/172166004,61.2116584,-149.9118792
Condo/Co-op,4230 Woronzof Dr Unit D,Anchorage,AK,99517,232000,3,2,1235,,1984,460,http://www.redfin.com/AK/Anchorage/4230-Woronzof-Dr-99517/unit-D/home/131885877,61.1935989,-149.9646028
Single Family Residential,712 Top Rail Ln,Anchorage,AK,99501,437500,2,3,1318,,2019,470,http://www.redfin.com/AK/Anchorage/Unknown-99501/unit-C2/home/172206348,61.2163596,-149.8879439
Condo/Co-op,101 W 13th Ave #204,Anchorage,AK,99501,325000,2,2,1418,,2006,591,http://www.redfin.com/AK/Anchorage/101-W-13th-Ave-99501/unit-204/home/131812275,61.2098171,-149.8831799
Condo/Co-op,1001 E St #2,Anchorage,AK,99501,549900,2,2,1346,,2008,619,http://www.redfin.com/AK/Anchorage/1001-E-St-99501/unit-2/home/131943902,61.2127199,-149.8911453
Condo/Co-op,222 E 7th Ave #307,Anchorage,AK,99501,719000,3,2,1808,,2005,649,http://www.redfin.com/AK/Anchorage/222-E-7th-Ave-99501/unit-307/home/131815001,61.2153194,-149.8799219
Condo/Co-op,333 M St #210,Anchorage,AK,99501,365000,2,3,2087,,1978,675,http://www.redfin.com/AK/Anchorage/333-M-St-99501/unit-210/home/131355755,61.2183321,-149.9054538
Single Family Residential,1145 Bradway Rd,Badger,AK,99705,289900,3,2,2000,99927,2008,0,http://www.redfin.com/AK/North-Pole/1145-Bradway-Rd-99705/home/104682917,64.8050926,-147.5340598
Single Family Residential,L18 Dallas Dr,Badger,AK,99705,360000,3,3,1850,68476,2020,0,http://www.redfin.com/AK/Unknown/L18-Dallas-Dr-99705/home/172232487,64.7926627,-147.4163607
Single Family Residential,1876 S Simms Rd,Big Lake,AK,99652,225000,4,2,2226,37897,1970,0,http://www.redfin.com/AK/Big-Lake/1876-S-Simms-RD-99652/home/172213001,61.55004,-149.865389
Single Family Residential,898 S Ashley Rd,Big Lake,AK,99652,529000,2,2,2304,251341,2004,0,http://www.redfin.com/AK/Big-Lake/898-S-Ashley-RD-99652/home/172538238,61.573648,-149.80393
Single Family Residential,3726 S Horseshoe Lake Rd,Big Lake,AK,99652,575000,4,4,2700,63162,2005,0,http://www.redfin.com/AK/Big-Lake/3726-S-Horseshoe-Lake-RD-99654/home/172192888,61.57115,-149.946288
Single Family Residential,14248 W Jojoba Rd,Big Lake,AK,99652,305900,4,3,1572,44431,2016,0,http://www.redfin.com/AK/Wasilla/14248-W-Jojoba-Rd-99623/home/140843995,61.55653,-149.8093131
Single Family Residential,3258 S Horseshoe Lake Rd,Big Lake,AK,99652,625000,6,5,3300,45441,2018,0,http://www.redfin.com/AK/Wasilla/3258-S-Horseshoe-Lake-Rd-99623/home/134510660,61.5754134,-149.939151
Single Family Residential,14845 W Ryan's Creek Dr,Big Lake,AK,99652,412000,2,2,2380,44866,1997,0,http://www.redfin.com/AK/Big-Lake/14845-W-Ryan-s-Creek-DR-99652/home/172207705,61.569677,-149.823451
Single Family Residential,20621 W Fox Loop,Big Lake,AK,99652,380000,3,3,2000,199940,1998,0,http://www.redfin.com/AK/Big-Lake/20621-W-Fox-LOOP-99654/home/172158484,61.511461,-149.97029
Single Family Residential,12485 W Looking Glass Dr,Big Lake,AK,99623,45000,1,,704,40946,2005,0,http://www.redfin.com/AK/Wasilla/12485-Looking-Glass-Dr-99654/home/134409302,61.614989,-149.746005
Single Family Residential,11823 Wasey Cir,Big Lake,AK,99652,89999,2,2,1568,91911,2016,0,http://www.redfin.com/AK/Big-Lake/11823-Wasey-CIR-99652/home/172232279,61.564658,-149.747503
Single Family Residential,5488 S Timberline Dr,Big Lake,AK,99652,345000,3,3,3272,48351,2005,0,http://www.redfin.com/AK/Big-Lake/5488-S-Timberline-Dr-99654/home/172201977,61.515068,-150.033611
Single Family Residential,B001 No Rd,Big Lake,AK,99652,135000,0,,480,217800,1996,0,http://www.redfin.com/AK/Wasilla/B001-No-RD-99654/home/172178926,61.536483,-149.985736
Single Family Residential,3721 S Musk Ox St,Big Lake,AK,99652,234000,3,2,1288,22500,2019,0,http://www.redfin.com/AK/Big-Lake/3721-S-Musk-Ox-ST-99652/home/172206526,61.540143,-149.821329
Single Family Residential,3201 S Buoyant Dr,Big Lake,AK,99652,349900,4,2,3000,87120,1979,0,http://www.redfin.com/AK/BIG-LAKE/3201-S-BUOYANT-DR-99652/home/134469016,61.546515,-149.842625
Single Family Residential,20207 W Lakes Blvd,Big Lake,AK,99652,189900,1,1,960,13504,2008,0,http://www.redfin.com/AK/Wasilla/20207-W-Lakes-Blvd-99623/home/135011142,61.5414032,-149.9356504
Single Family Residential,L5A-5B No Rd,Big Lake,AK,99652,749000,5,4,6244,124582,1998,0,http://www.redfin.com/AK/Wasilla/L5A-5B-No-RD-99652/home/172592414,61.548298,-149.876532
Single Family Residential,23129 W Susitna Pkwy,Big Lake,AK,99652,24900,1,,,41382,1984,0,http://www.redfin.com/AK/Big-Lake/23129-W-Susitna-PKWY-99652/home/172162606,61.51393,-150.030259
Single Family Residential,212 S Ashley Rd,Big Lake,AK,99652,45000,0,,,58806,2004,0,http://www.redfin.com/AK/Big-Lake/212-S-Ashley-RD-99652/home/172190735,61.576413,-149.804943
Single Family Residential,13788 W Airigin Dr,Big Lake,AK,99652,319000,3,2,2174,23086,2019,65,http://www.redfin.com/AK/Big-Lake/13788-W-Airigin-DR-99652/home/172213417,61.561489,-149.79632
Single Family Residential,20240 McKinley View Ave,Chugiak,AK,99567,449500,3,2,1854,49717,2012,0,http://www.redfin.com/AK/Chugiak/20240-McKinley-View-Ave-99567/home/131942068,61.4040203,-149.5052741
Single Family Residential,38200 Rochelle Ave,Chugiak,AK,99567,475000,3,3,2871,103200,2001,0,http://www.redfin.com/AK/Chugiak/38200-Rochelle-Ave-99567/home/131612728,61.4171985,-149.1688494
Single Family Residential,23260 Blue Skies Cir,Chugiak,AK,99567,575000,5,4,2996,40519,2007,0,http://www.redfin.com/AK/Chugiak/23260-Blue-Skies-Cir-99567/home/131076241,61.4121566,-149.4480448
Single Family Residential,23805 Homestead Rd,Chugiak,AK,99567,155000,3,1,924,68389,1953,0,http://www.redfin.com/AK/Chugiak/23805-Homestead-Rd-99567/home/131455313,61.41235,-149.438874
Single Family Residential,22501 Whispering Birch Dr,Chugiak,AK,99567,499900,4,3,2540,40673,2004,0,http://www.redfin.com/AK/Chugiak/22501-Whispering-Birch-Dr-99567/home/131445508,61.4232166,-149.4479485
Single Family Residential,23010 Ross Voyles Ave,Chugiak,AK,99567,585000,4,3,3948,40000,2001,0,http://www.redfin.com/AK/Chugiak/23010-Ross-Voyles-Ave-99567/home/130989466,61.413478,-149.4536251
Single Family Residential,24444 Reese Rd,Chugiak,AK,99567,299000,3,2,1920,15000,1982,0,http://www.redfin.com/AK/Chugiak/24444-Reese-Rd-99567/home/131422870,61.425908,-149.426026
Single Family Residential,22131 Armas Dr,Chugiak,AK,99567,449900,3,2,2034,43912,2000,0,http://www.redfin.com/AK/Chugiak/22131-Armas-Dr-99567/home/131227390,61.423053,-149.4696449
Single Family Residential,21708 Old Glenn Hwy,Chugiak,AK,99567,440000,3,4,2532,43560,2000,0,http://www.redfin.com/AK/Chugiak/21708-Old-Glenn-Hwy-99567/home/131003044,61.4165311,-149.4363242
Single Family Residential,22443 Sambar Loop,Chugiak,AK,99567,699999,4,3,5696,51413,2005,0,http://www.redfin.com/AK/Chugiak/22443-Sambar-Loop-99567/home/131523562,61.423737,-149.4599541
Single Family Residential,20640 Upper Bowery Ln,Chugiak,AK,99567,189900,3,2,2500,108900,1966,0,http://www.redfin.com/AK/Chugiak/20640-Upper-Bowery-Ln-99567/home/131212062,61.40677,-149.4812951
Single Family Residential,20727 Oberg Rd,Chugiak,AK,99567,459900,3,2,2656,40808,1979,0,http://www.redfin.com/AK/Chugiak/20727-Oberg-Rd-99567/home/131226375,61.407521,-149.456399
Single Family Residential,21415 Rock Ptarmigan St,Chugiak,AK,99567,91000,2,1,980,20909,1970,0,http://www.redfin.com/AK/Chugiak/21415-Rock-Ptarmigan-St-99567/home/131668842,61.4142145,-149.425138
Single Family Residential,18546 Mink Creek Dr,Chugiak,AK,99567,475000,4,5,4298,95832,1993,0,http://www.redfin.com/AK/Chugiak/18546-Mink-Creek-Dr-99567/home/131463694,61.383317,-149.537555
Single Family Residential,19920 Tulwar Dr,Chugiak,AK,99567,435000,4,3,2442,45734,1976,0,http://www.redfin.com/AK/Chugiak/19920-Tulwar-Dr-99567/home/131654867,61.4001211,-149.4317663
Single Family Residential,25295 Homestead Rd,Chugiak,AK,99567,575000,4,4,4531,54618,1985,10,http://www.redfin.com/AK/Chugiak/25295-Homestead-Rd-99567/home/131238999,61.415168,-149.4117039
Single Family Residential,23826 Hilltop Dr,Chugiak,AK,99567,295000,3,2,1092,24234,1976,35,http://www.redfin.com/AK/Chugiak/23826-Hilltop-Dr-99567/home/131240189,61.4059379,-149.4376659
Single Family Residential,65780 Sterling Hwy,Clam Gulch,AK,99568,150000,3,2,1200,131986,1961,0,http://www.redfin.com/AK/Clam-Gulch/65780-Sterling-Hwy-99568/home/133189468,60.227105,-151.402541
Single Family Residential,18061 Tolrah Rd,Clam Gulch,AK,99568,323000,3,3,1664,176853,2019,0,http://www.redfin.com/AK/Unknown/18061-TOLRAH-RD-Unknown/home/133595593,60.24354,-151.380894
Single Family Residential,18476 Sterling Hwy,Cooper Landing,AK,99572,795000,4,2,2560,40946,2004,0,http://www.redfin.com/AK/Cooper-Landing/18476-Sterling-Hwy-99572/home/133391951,60.491019,-149.8160984
Single Family Residential,19120 Citation Rd,Eagle River,AK,99577,555900,3,2,3200,18034,2020,0,http://www.redfin.com/AK/Eagle-River/19120-Citation-Rd-99577/home/166188925,61.314104,-149.5258629
Single Family Residential,10336 Crest View Ln,Eagle River,AK,99577,529200,3,2,3002,11325,2020,0,http://www.redfin.com/AK/Eagle-River/10336-Crest-View-Ln-99577/home/166660169,61.314105,-149.525258
Single Family Residential,12106 Copper Mountain Dr,Eagle River,AK,99577,334900,3,2,1747,4356,1996,0,http://www.redfin.com/AK/Eagle-River/12106-Copper-Mountain-Dr-99577/home/131429984,61.329811,-149.5823801
Single Family Residential,17811 Lacey Dr,Eagle River,AK,99577,483900,4,4,2792,40530,1980,0,http://www.redfin.com/AK/Eagle-River/17811-Lacey-Dr-99577/home/131214081,61.3246607,-149.5498996
Single Family Residential,21419 Lowland Ave,Eagle River,AK,99577,629500,4,4,4468,20054,1984,0,http://www.redfin.com/AK/Eagle-River/21419-Lowland-Ave-99577/home/131338318,61.3117562,-149.4831589
Single Family Residential,17743 Kiloana Cir,Eagle River,AK,99577,379500,3,3,1810,10336,1982,0,http://www.redfin.com/AK/Eagle-River/17743-Kiloana-Cir-99577/home/131709947,61.3089341,-149.5508917
Single Family Residential,16627 Riddell Cir,Eagle River,AK,99577,317000,4,2,1532,8075,1983,0,http://www.redfin.com/AK/Eagle-River/16627-Riddell-Cir-99577/home/131622077,61.338422,-149.5718297
Single Family Residential,19039 First St,Eagle River,AK,99577,625000,5,5,3606,17820,2020,0,http://www.redfin.com/AK/Eagle-River/19039-1st-St-99577/home/131463210,61.3118718,-149.5274508
Single Family Residential,10007 Wildwood St,Eagle River,AK,99577,395000,3,3,1924,11442,1995,0,http://www.redfin.com/AK/Eagle-River/10007-Wildwood-St-99577/home/131341142,61.3109613,-149.547853
Single Family Residential,17631 N Juanita Loop,Eagle River,AK,99577,324900,3,2,1668,17245,1993,0,http://www.redfin.com/AK/Eagle-River/17631-N-Juanita-Loop-99577/home/131915712,61.3375486,-149.5529693
Single Family Residential,18128 Fish Hatchery Rd,Eagle River,AK,99577,375000,3,3,1912,21533,1971,0,http://www.redfin.com/AK/Eagle-River/18128-Fish-Hatchery-Rd-99577/home/131241138,61.3490541,-149.5436959
Single Family Residential,9623 Krishka Cir,Eagle River,AK,99577,350000,3,3,1635,10103,1982,0,http://www.redfin.com/AK/Eagle-River/9623-Krishka-Cir-99577/home/131916448,61.307488,-149.527758
Single Family Residential,19720 Canyon View Dr,Eagle River,AK,99577,175000,3,2,2106,75004,1975,0,http://www.redfin.com/AK/Eagle-River/19720-Canyon-View-Dr-99577/home/131840119,61.3304246,-149.5150095
Single Family Residential,14810 E Lake Ridge Dr,Eagle River,AK,99577,975000,4,5,5392,55850,2006,0,http://www.redfin.com/AK/Eagle-River/14810-E-Lake-Ridge-Dr-99577/home/130988741,61.354208,-149.5402851
Single Family Residential,11316 Bridger Pl,Eagle River,AK,99577,324900,3,2,1478,6301,1982,0,http://www.redfin.com/AK/Eagle-River/11316-Bridger-Pl-99577/home/131538524,61.3228827,-149.5827149
Single Family Residential,11607 Birch Hills Dr,Eagle River,AK,99577,565000,4,4,2610,35528,1993,0,http://www.redfin.com/AK/Eagle-River/11607-Birch-Hills-Dr-99577/home/131201524,61.3253624,-149.544575
Single Family Residential,17934 Sauvignon Cir,Eagle River,AK,99577,331000,3,3,1962,5848,1997,0,http://www.redfin.com/AK/Eagle-River/17934-Sauvignon-Cir-99577/home/131907685,61.3380014,-149.5484664
Single Family Residential,12110 Buttermilk Way,Eagle River,AK,99577,239900,3,2,1511,3050,1984,0,http://www.redfin.com/AK/Eagle-River/12110-Buttermilk-Way-99577/home/131922140,61.3298691,-149.5809931
Single Family Residential,11811 Laurie Cir,Eagle River,AK,99577,439000,4,2,2132,23972,1972,0,http://www.redfin.com/AK/Eagle-River/11811-Laurie-Cir-99577/home/131752949,61.3269864,-149.5497577
Single Family Residential,20519 Birch Crest Ln,Eagle River,AK,99577,435000,4,3,2262,6812,2012,0,http://www.redfin.com/AK/Eagle-River/20519-Birch-Crest-Ln-99577/home/131944946,61.3045013,-149.5001406
Single Family Residential,16220 Squaw Valley Cir,Eagle River,AK,99577,315000,4,2,1755,6029,1981,0,http://www.redfin.com/AK/Eagle-River/16220-Squaw-Valley-Cir-99577/home/131626924,61.3217123,-149.5794621
Single Family Residential,10336 LeDoux Ln,Eagle River,AK,99577,399900,5,2,2101,10018,1980,0,http://www.redfin.com/AK/Eagle-River/10336-Le-Doux-Ln-99577/home/131463235,61.3140654,-149.5363054
Single Family Residential,6212 Magnaview Dr,Eagle River,AK,99577,585900,4,5,4172,45727,1994,0,http://www.redfin.com/AK/Eagle-River/6212-Magnaview-Dr-99577/home/131239169,61.276564,-149.371501
Single Family Residential,23650 Sunny Glen Dr,Eagle River,AK,99577,479000,3,2,2240,62291,1978,0,http://www.redfin.com/AK/Eagle-River/23650-Sunny-Glen-Dr-99577/home/131043509,61.297808,-149.439864
Single Family Residential,20798 Icefall Dr,Eagle River,AK,99577,470000,5,4,2828,6901,2007,0,http://www.redfin.com/AK/Eagle-River/20798-Icefall-Dr-99577/home/131765694,61.300967,-149.4950769
Single Family Residential,17711 Beaujolais Dr,Eagle River,AK,99577,310000,3,2,1536,3372,1991,12,http://www.redfin.com/AK/Eagle-River/17711-Beaujolais-Dr-99577/home/131416045,61.3391546,-149.5518506
Single Family Residential,16555 Theodore Dr,Eagle River,AK,99577,465000,4,3,2331,10710,1999,13,http://www.redfin.com/AK/Eagle-River/16555-Theodore-Dr-99577/home/131056358,61.3448881,-149.5726356
Single Family Residential,16140 Rosenburg Cir,Eagle River,AK,99577,599000,5,4,4058,9698,2010,15,http://www.redfin.com/AK/Eagle-River/16140-Rosenburg-Cir-99577/home/131714593,61.3364385,-149.5811845
Single Family Residential,16392 Stephan Valley Dr,Eagle River,AK,99577,429900,4,3,2046,7271,2013,45,http://www.redfin.com/AK/Eagle-River/16392-Stephan-Valley-Dr-99577/home/131734194,61.3393787,-149.5773084
Single Family Residential,20306 Glacier Park Cir,Eagle River,AK,99577,324500,2,2,1627,3950,2005,48,http://www.redfin.com/AK/Eagle-River/20306-Glacier-Park-Cir-99577/home/131283067,61.2999964,-149.5037166
Single Family Residential,18512 S Kanaga Loop,Eagle River,AK,99577,264900,3,3,1482,4718,1983,75,http://www.redfin.com/AK/Eagle-River/18512-S-Kanaga-Loop-99577/home/131433761,61.3036997,-149.5373069
Single Family Residential,19721 Shumagin Cir,Eagle River,AK,99577,349900,3,3,1598,12842,1982,75,http://www.redfin.com/AK/Eagle-River/19721-Shumagin-Cir-99577/home/131596780,61.3099605,-149.5144371
Single Family Residential,19503 Marble Cir,Eagle River,AK,99577,409900,4,3,2644,11201,1989,75,http://www.redfin.com/AK/Eagle-River/19503-Marble-Cir-99577/home/131919058,61.304335,-149.519993
Single Family Residential,9243 Biorka Cir,Eagle River,AK,99577,269000,3,3,1378,5026,1984,75,http://www.redfin.com/AK/Eagle-River/9243-Biorka-Cir-99577/home/131759695,61.3041312,-149.5327237
Single Family Residential,19701 Shumagin Cir,Eagle River,AK,99577,356900,5,3,1974,10518,1974,75,http://www.redfin.com/AK/Eagle-River/19701-Shumagin-Cir-99577/home/131475379,61.3100607,-149.5156566
Single Family Residential,18888 Andreanof Dr,Eagle River,AK,99577,328000,3,2,1344,9666,1982,75,http://www.redfin.com/AK/Eagle-River/18888-Andreanof-Dr-99577/home/131937405,61.3067861,-149.5307922
Single Family Residential,19901 N Montague Loop,Eagle River,AK,99577,419000,4,3,2576,11137,1985,75,http://www.redfin.com/AK/Eagle-River/19901-N-Montague-Loop-99577/home/131844165,61.3090402,-149.5115408
Single Family Residential,20620 Ptarmigan Blvd,Eagle River,AK,99577,249900,4,3,3233,39865,1998,100,http://www.redfin.com/AK/Eagle-River/20620-Ptarmigan-Blvd-99577/home/131968432,61.3066023,-149.4989483
Condo/Co-op,17488 Fire Eagle Way #120,Eagle River,AK,99577,215000,3,2,1376,1735,2003,117,http://www.redfin.com/AK/Eagle-River/17488-Fire-Eagle-Way-99577/unit-120/home/131285174,61.3454004,-149.5574415
Condo/Co-op,17417 Stonewood Pl #101,Eagle River,AK,99577,215000,3,2,1513,1869,2003,125,http://www.redfin.com/AK/Eagle-River/17417-Stonewood-Pl-99577/unit-101/home/131940924,61.3454004,-149.5574415
Condo/Co-op,12263 Lake St Unit B4,Eagle River,AK,99577,180000,2,2,930,,1983,271,http://www.redfin.com/AK/Eagle-River/12263-Lake-St-99577/unit-B4/home/172278978,61.331418,-149.569596
Condo/Co-op,12313 Lake St Unit C-7,Eagle River,AK,99577,167000,2,2,989,,1983,285,http://www.redfin.com/AK/Anchorage/Unknown-99577/unit-C-7/home/131215778,61.331808,-149.569674
Condo/Co-op,36 Vista Ridge Cir #36,Eagle River,AK,99577,335000,3,3,1572,,2020,290,http://www.redfin.com/AK/Anchorage/36-Vista-Ridge-Loop-99577/unit-36/home/172504270,61.3317549,-149.5635493
Condo/Co-op,20129 Riverside Dr,Eagle River,AK,99577,315000,2,3,1615,,2006,320,http://www.redfin.com/AK/Eagle-River/20129-Riverside-Dr-99577/unit-3A/home/131723701,61.299167,-149.505172
Condo/Co-op,16600 River Heights Loop #28,Eagle River,AK,99577,210000,2,3,1440,,2002,490,http://www.redfin.com/AK/Eagle-River/16600-River-Heights-Loop-99577/unit-28/home/131438271,61.3111674,-149.5709636
Single Family Residential,1755 Rise Rd,Fairbanks,AK,99709,94900,1,,384,79769,2011,0,http://www.redfin.com/AK/Fairbanks/1755-Rise-Rd-99709/home/104671937,64.8788224,-147.8197865
Single Family Residential,506 Eighth Ave,Fairbanks,AK,99701,149900,2,1,727,2356,1943,0,http://www.redfin.com/AK/Fairbanks/506-8th-Ave-99701/home/104567030,64.8405301,-147.7168065
Single Family Residential,1506 3rd Ave,Fairbanks,AK,99701,231000,4,3,1974,8549,1950,0,http://www.redfin.com/AK/Fairbanks/1506-3rd-Ave-99701/home/104567072,64.84553,-147.7418549
