PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,HOA/MONTH,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),LATITUDE,LONGITUDE
Single Family Residential,3755 W Strawberry Roan,Flagstaff,AZ,86005,749900,3,2.5,2308,2400,2015,279,http://www.redfin.com/AZ/Flagstaff/3755-W-Strawberry-Roan-86001/home/116132775,35.1725193,-111.7051756
Single Family Residential,2109 AMIEL WHIPPLE St,Flagstaff,AZ,86005,1199000,4,4.5,3200,18295,1991,950,http://www.redfin.com/AZ/Flagstaff/2109-Amiel-Whipple-86001/home/116184376,35.1057749,-111.7138558
Townhouse,4005 S Lake Mary Rd #4,Flagstaff,AZ,86005,260000,2,2.5,1275,793,1985,246,http://www.redfin.com/AZ/Flagstaff/4005-Lake-Mary-Rd-86001/unit-4/home/116212161,35.160388,-111.661891
Single Family Residential,1913 Bessie Kidd Best --,Flagstaff,AZ,86005,2650000,4,4.5,5557,55321,2004,950,http://www.redfin.com/AZ/Flagstaff/1913-Bessie-Kidd-Best-86001/home/116201756,35.1095517,-111.6959798
Condo/Co-op,3200 S Litzler Dr Unit 7-129,Flagstaff,AZ,86005,169000,1,1,562,435,1998,157,http://www.redfin.com/AZ/Flagstaff/3200-S-Litzler-Dr-86001/unit-7-129/home/116728460,35.1720759,-111.668305
Townhouse,4450 W Arabian Trl,Flagstaff,AZ,86005,685000,3,3,2506,4356,2017,281,http://www.redfin.com/AZ/Flagstaff/4450-W-Arabian-Trl-86001/home/117333564,35.177238,-111.711063
Single Family Residential,1695 Singletree Ct,Flagstaff,AZ,86005,850000,3,3.5,2706,13767,2005,200,http://www.redfin.com/AZ/Flagstaff/1695-Singletree-Ct-86005/home/116590233,35.1645559,-111.6427961
Single Family Residential,4115 S Pack Saddle,Flagstaff,AZ,86005,1800000,5,5,4000,17424,2011,750,http://www.redfin.com/AZ/Flagstaff/4115-Pack-Saddle-86001/home/116717871,35.1771594,-111.715623
Single Family Residential,2252 W Constitution Blvd,Flagstaff,AZ,86005,965000,3,2.5,3425,221720,2003,0,http://www.redfin.com/AZ/Flagstaff/2252-Constitution-Blvd-86005/home/116122154,35.158265,-111.700326
Single Family Residential,3775 Bridle Path,Flagstaff,AZ,86005,1600000,5,3.5,4571,45302,2014,750,http://www.redfin.com/AZ/Flagstaff/3775-Bridle-Path-86005/home/116889511,35.1761902,-111.7041508
Single Family Residential,2114 E Del Rae Dr,Flagstaff,AZ,86005,1325000,3,2.5,3130,18845,2006,200,http://www.redfin.com/AZ/Flagstaff/2114-E-del-Rae-Dr-86005/home/116382949,35.1529721,-111.6357946
Single Family Residential,2054 E Barranca Dr,Flagstaff,AZ,86005,3499000,4,4.5,5500,38768,2021,200,http://www.redfin.com/AZ/Flagstaff/2054-E-Barranca-86001/home/116806812,35.157282,-111.64165
Mobile/Manufactured Home,100 E Camille Dr,Flagstaff,AZ,86005,245000,3,2,1104,5227,1988,11,http://www.redfin.com/AZ/Flagstaff/100-E-Camille-Dr-86001/home/116113870,35.167785,-111.6596213
Condo/Co-op,3200 S Litzler Dr Unit 5-218,Flagstaff,AZ,86005,208900,2,2,776,871,1998,216,http://www.redfin.com/AZ/Flagstaff/3200-S-Litzler-Dr-86001/unit-5-218/home/116808215,35.1720759,-111.668305
Single Family Residential,3251 S Tehama Cir,Flagstaff,AZ,86005,1295000,5,4,3167,17860,2004,200,http://www.redfin.com/AZ/Flagstaff/3251-S-Tehama-Cir-86005/home/116550511,35.159203,-111.644891
Single Family Residential,1435 W Romney Dr,Flagstaff,AZ,86005,285000,4,2,993,5662,1940,0,http://www.redfin.com/AZ/Flagstaff/1435-Romney-Ave-86005/home/116825931,35.164309,-111.682948
Condo/Co-op,3017 S Tourmaline Dr #12,Flagstaff,AZ,86005,894800,3,3.5,1989,2178,2020,510,http://www.redfin.com/AZ/Flagstaff/3017-S-Tourmaline-Dr-86001/unit-12/home/161573318,35.1633442,-111.6413766
Condo/Co-op,3200 S Litzler Bld 5 Unit 120,Flagstaff,AZ,86005,221750,2,2,805,871,1998,216,http://www.redfin.com/AZ/Flagstaff/3200-S-Litzler-Dr-86001/unit-5-120/home/116712544,35.1720759,-111.668305
Single Family Residential,1915 E Bare Oak Loop,Flagstaff,AZ,86005,1495000,4,4.5,4313,18730,2005,400,http://www.redfin.com/AZ/Flagstaff/1915-E-Bare-Oak-Loop-86005/home/116285410,35.152825,-111.639549
Single Family Residential,3545 S LARIAT Loop,Flagstaff,AZ,86005,999000,4,3,2965,19106,2018,533,http://www.redfin.com/AZ/Flagstaff/3545-Lariat-Loop-86005/home/116894918,35.179178,-111.708811
Condo/Co-op,3200 S Litzler Unit 7-131,Flagstaff,AZ,86005,219900,2,2,776,871,1998,216,http://www.redfin.com/AZ/Flagstaff/3200-S-Litzler-Dr-86001/unit-7-131/home/116712579,35.1720759,-111.668305
Townhouse,3228 S MARRYVALE Ln,Flagstaff,AZ,86005,410000,2,2.5,1849,4814,2012,170,http://www.redfin.com/AZ/Flagstaff/3228-Merryvale-Ln-86001/home/116294487,35.1640011,-111.6494205
Single Family Residential,2616 E Telluride Dr,Flagstaff,AZ,86005,1250000,3,3.5,2779,14810,2014,200,http://www.redfin.com/AZ/Flagstaff/2616-Telluride-Dr-86005/home/116729165,35.1657098,-111.6347947
Single Family Residential,1848 E Sleeper Hollow Ct,Flagstaff,AZ,86005,1848000,3,3.5,3050,17309,2004,200,http://www.redfin.com/AZ/Flagstaff/1848-E-Sleeper-Hollow-Ct-86001/home/116141563,35.1523971,-111.6434817
Single Family Residential,2270 Isabella,Flagstaff,AZ,86005,619000,3,3.5,2380,17593,2000,950,http://www.redfin.com/AZ/Flagstaff/2270-Isabella-86001/home/116363040,35.1052018,-111.6907717
Condo/Co-op,4804 W Braided Rein #16,Flagstaff,AZ,86005,415900,3,2,1700,2398,2020,465,http://www.redfin.com/AZ/Flagstaff/4804-W-Braided-Rein-86001/unit-16/home/172131502,35.1791362,-111.7187712
Single Family Residential,2202 Platt Cline --,Flagstaff,AZ,86005,518000,2,2,1672,6970,1990,950,http://www.redfin.com/AZ/Flagstaff/2202-Platt-Cline-86001/home/116697175,35.1052397,-111.7030329
Single Family Residential,473 E Clover Creek Dr,Flagstaff,AZ,86005,570000,4,3,2326,9638,2016,13,http://www.redfin.com/AZ/Flagstaff/473-E-Clover-Creek-Dr-86005/home/116891503,35.1575786,-111.6636271
Townhouse,4365 W Arabian Trl #22,Flagstaff,AZ,86005,559900,3,3,2749,3800,2020,279,http://www.redfin.com/AZ/Flagstaff/4365-W-Arabian-Trl-86001/unit-22/home/171997406,35.1764158,-111.7106882
Townhouse,4415 W Arabian Trl #25,Flagstaff,AZ,86005,564900,3,3,2749,3800,2020,279,http://www.redfin.com/AZ/Flagstaff/4415-W-Arabian-Trl-86001/unit-25/home/171997349,35.176762,-111.7109343
Single Family Residential,3520 W Lead Rope,Flagstaff,AZ,86005,529000,3,3.5,2601,6098,2018,189,http://www.redfin.com/AZ/Flagstaff/3520-W-Lead-Rope-86005/home/116879036,35.174419,-111.703492
Single Family Residential,3769 W Strawberry Roan,Flagstaff,AZ,86005,550000,3,2.5,2132,2400,2010,750,http://www.redfin.com/AZ/Flagstaff/3769-W-Strawberry-Roan-86001/home/116513097,35.1723676,-111.7055482
Single Family Residential,4690 Lake Mary Rd,Flagstaff,AZ,86005,1795000,5,4.5,6049,544500,1992,100,http://www.redfin.com/AZ/Flagstaff/4690-Lake-Mary-Rd-86005/home/116762412,35.139915,-111.631285
Single Family Residential,2430 Polaris Way #1,Flagstaff,AZ,86005,786649,3,2.5,2521,12171,2020,70,http://www.redfin.com/AZ/Flagstaff/2430-S-Polaris-Way-86001/unit-1/home/171848678,35.1868036,-111.6969482
Condo/Co-op,1728 E Mossy Oak Ct #8,Flagstaff,AZ,86005,699000,3,2,1858,1742,2008,503,http://www.redfin.com/AZ/Flagstaff/1728-E-Mossy-Oak-Ct-86005/unit-8/home/116312146,35.163063,-111.640915
Single Family Residential,6037 S AMETHYST Rd,Flagstaff,AZ,86005,659999,4,3.5,2856,11326,2006,20,http://www.redfin.com/AZ/Flagstaff/6037-S-Amethyst-Rd-86005/home/116286077,35.152444,-111.67501
Condo/Co-op,3017 S Tourmaline Dr #11,Flagstaff,AZ,86005,914800,3,3.5,1989,2178,2020,510,http://www.redfin.com/AZ/Flagstaff/3017-S-Tourmaline-Dr-86001/unit-11/home/161573319,35.1634161,-111.6412836
Single Family Residential,990 Old Munds Hwy,Flagstaff,AZ,86005,875000,2,2,1559,326700,1958,0,http://www.redfin.com/AZ/Flagstaff/990-Old-Munds-Hwy-86001/home/116649444,35.1238155,-111.6862097
Single Family Residential,3560 Lariat Loop,Flagstaff,AZ,86005,995000,4,3,2900,13939,2020,533,http://www.redfin.com/AZ/Flagstaff/3560-Lariat-Loop-86005/home/116060127,35.179644,-111.707433
Condo/Co-op,3200 Litzler 23-241 Unit 23-241,Flagstaff,AZ,86005,214900,2,2,805,871,1999,216,http://www.redfin.com/AZ/Flagstaff/3200-S-Litzler-Dr-86001/unit-23-241/home/116297977,35.1720759,-111.668305
Single Family Residential,4420 W Braided Rein,Flagstaff,AZ,86005,849000,3,2.5,2829,12197,2011,189,http://www.redfin.com/AZ/Flagstaff/4420-W-Braided-Rein-86005/home/116809175,35.1800144,-111.7123487
Townhouse,4345 W Arabian Trl,Flagstaff,AZ,86005,509900,2,2.5,2356,4000,2020,279,http://www.redfin.com/AZ/Flagstaff/4345-W-Arabian-Trl-86001/home/117333838,35.1762247,-111.7105522
Single Family Residential,4720 W Braided Rein,Flagstaff,AZ,86005,697948,3,3,2322,12627,2020,189,http://www.redfin.com/AZ/Flagstaff/4720-W-Braided-Rein-86005/home/116667612,35.179451,-111.716898
Single Family Residential,3845 S Box Canyon Trl,Flagstaff,AZ,86005,560000,5,3.5,3192,6970,2002,14,http://www.redfin.com/AZ/Flagstaff/3845-S-Box-Canyon-Trl-86005/home/116380553,35.159782,-111.672219
Single Family Residential,4085 S Lariat Loop,Flagstaff,AZ,86005,980000,4,3.5,3110,27878,2020,189,http://www.redfin.com/AZ/Flagstaff/4085-Lariat-Loop-86005/home/116384160,35.173319,-111.704023
Single Family Residential,3443 S Pimlico Ct,Flagstaff,AZ,86005,3500000,4,6,5292,26752,2017,200,http://www.redfin.com/AZ/Flagstaff/3443-S-Pimlico-86005/home/116717672,35.1567754,-111.6415253
Townhouse,4315 W Arabian Trl,Flagstaff,AZ,86005,529900,3,2.5,2350,4390,2020,279,http://www.redfin.com/AZ/Flagstaff/4315-W-Arabian-Trl-86001/home/117333798,35.1758452,-111.7103818
Single Family Residential,2140 Amiel Whipple,Flagstaff,AZ,86005,1175000,4,4.5,4457,19166,1993,950,http://www.redfin.com/AZ/Flagstaff/2140-Amiel-Whipple-86001/home/116412530,35.1058176,-111.7148174
Single Family Residential,2140 Amiel Whipple -- #402,Flagstaff,AZ,86005,1175000,4,4.5,4457,19166,1993,950,http://www.redfin.com/AZ/Flagstaff/2140-Amiel-Whipple-86001/unit-402/home/170556554,35.1058176,-111.7148174
Single Family Residential,1701 E Mossy Oak Ct,Flagstaff,AZ,86005,800000,2,3.5,2310,11761,2005,200,http://www.redfin.com/AZ/Flagstaff/1701-E-Mossy-Oak-Ct-86005/home/116290576,35.162083,-111.641838
Townhouse,3165 S Salvestrin Ln,Flagstaff,AZ,86005,475000,3,3.5,2179,3800,2006,170,http://www.redfin.com/AZ/Flagstaff/3165-S-Salvestrin-Ln-86001/home/116682985,35.1647893,-111.6484889
Single Family Residential,3296 S Clubhouse Cir,Flagstaff,AZ,86005,1575000,4,4.5,4671,22651,2019,200,http://www.redfin.com/AZ/Flagstaff/3296-S-Clubhouse-Cir-86005/home/116285260,35.158947,-111.645412
Single Family Residential,4320 Lariat Loop,Flagstaff,AZ,86005,665369,4,3,2772,11761,2019,182,http://www.redfin.com/AZ/Flagstaff/4320-Lariat-Loop-86005/home/116309525,35.170178,-111.701834
Condo/Co-op,1709 E Bent Tree Cir #40,Flagstaff,AZ,86005,928000,3,3.5,1989,2178,2020,510,http://www.redfin.com/AZ/Flagstaff/1709-E-Bent-Tree-Cir-86001/unit-40/home/161573334,35.16518,-111.64167
Condo/Co-op,1749 E Bent Tree Cir #17,Flagstaff,AZ,86005,815500,3,2,1967,2178,2020,510,http://www.redfin.com/AZ/Flagstaff/1749-E-Bent-Tree-Cir-86001/unit-17/home/161671876,35.164184,-111.640665
Townhouse,4425 Arabian Trl,Flagstaff,AZ,86005,539740,3,3.5,2673,0,2020,0,http://www.redfin.com/AZ/Flagstaff/4425-W-Arabian-Trl-86001/home/117333926,35.1768361,-111.7110416
Townhouse,4375 W Arabian Trl,Flagstaff,AZ,86005,536057,4,3.5,2678,0,2020,0,http://www.redfin.com/AZ/Flagstaff/4375-W-Arabian-Trl-86001/home/117333884,35.1765208,-111.7107461
Townhouse,4415 Arabian Trl,Flagstaff,AZ,86005,514900,3,2.5,2350,0,2020,0,http://www.redfin.com/AZ/Flagstaff/4415-W-Arabian-Trl-86001/home/117333914,35.176762,-111.7109343
Single Family Residential,Aspen Shadows Plan 3405,Flagstaff,AZ,86005,715000,4,3.5,3405,0,unknown,0,http://www.redfin.com/AZ/Flagstaff/Capstone-Homes-at-Flagstaff-Ranch/Aspen-Shadows-Plan-3405/home/170351554,35.1805183,-111.7119528
Single Family Residential,Aspen Shadows Plan 2915,Flagstaff,AZ,86005,709900,3,2.5,2915,0,unknown,0,http://www.redfin.com/AZ/Flagstaff/Capstone-Homes-at-Flagstaff-Ranch/Aspen-Shadows-Plan-2915/home/170351555,35.1805183,-111.7119528
Single Family Residential,Aspen Shadows Plan 2834,Flagstaff,AZ,86005,669900,4,3.5,2834,0,unknown,0,http://www.redfin.com/AZ/Flagstaff/Capstone-Homes-at-Flagstaff-Ranch/Aspen-Shadows-Plan-2834/home/170351556,35.1805183,-111.7119528
Single Family Residential,Aspen Shadows Plan 2618,Flagstaff,AZ,86005,634900,3,2.5,2618,0,unknown,0,http://www.redfin.com/AZ/Flagstaff/Capstone-Homes-at-Flagstaff-Ranch/Aspen-Shadows-Plan-2618/home/170351557,35.1805183,-111.7119528
Single Family Residential,Aspen Shadows Plan 2413,Flagstaff,AZ,86005,589900,4,3,2413,0,unknown,0,http://www.redfin.com/AZ/Flagstaff/Capstone-Homes-at-Flagstaff-Ranch/Aspen-Shadows-Plan-2413/home/170351558,35.1805183,-111.7119528
Single Family Residential,Aspen Shadows Plan 2308,Flagstaff,AZ,86005,599900,3,2.5,2308,0,unknown,0,http://www.redfin.com/AZ/Flagstaff/Capstone-Homes-at-Flagstaff-Ranch/Aspen-Shadows-Plan-2308/home/170351559,35.1805183,-111.7119528
Townhouse,Aspen Ridge Plan 6,Flagstaff,AZ,86005,559900,3,3,2749,0,unknown,0,http://www.redfin.com/AZ/Flagstaff/Aspen-Ridge-at-Flagstaff-Ranch/Aspen-Ridge-Plan-6/home/170351560,35.1805183,-111.7119528
Townhouse,Aspen Ridge Plan 5,Flagstaff,AZ,86005,509900,3,2.5,2360,0,unknown,0,http://www.redfin.com/AZ/Flagstaff/Aspen-Ridge-at-Flagstaff-Ranch/Aspen-Ridge-Plan-5/home/170351561,35.1805183,-111.7119528
Single Family Residential,Flagstaff Ranch Custom Plan 2322,Flagstaff,AZ,86005,729653,3,3,2322,0,unknown,0,http://www.redfin.com/AZ/Flagstaff/Capstone-Homes-at-Flagstaff-Ranch/Flagstaff-Ranch-Custom-Plan-2322/home/172115879,35.1805183,-111.7119528
Townhouse,Aspen Ridge Plan 4,Flagstaff,AZ,86005,509900,2,2.5,2356,0,unknown,0,http://www.redfin.com/AZ/Flagstaff/Aspen-Ridge-at-Flagstaff-Ranch/Aspen-Ridge-Plan-4/home/170351562,35.1805183,-111.7119528
Townhouse,Aspen Ridge Plan 3,Flagstaff,AZ,86005,519900,3,3,2506,0,unknown,0,http://www.redfin.com/AZ/Flagstaff/Aspen-Ridge-at-Flagstaff-Ranch/Aspen-Ridge-Plan-3/home/170351563,35.1805183,-111.7119528
Townhouse,Aspen Ridge Plan 2,Flagstaff,AZ,86005,501900,3,2.5,2389,0,unknown,0,http://www.redfin.com/AZ/Flagstaff/Aspen-Ridge-at-Flagstaff-Ranch/Aspen-Ridge-Plan-2/home/170329773,35.1805183,-111.7119528
Townhouse,Aspen Ridge Plan 1,Flagstaff,AZ,86005,494900,2,2.5,2335,0,unknown,0,http://www.redfin.com/AZ/Flagstaff/Aspen-Ridge-at-Flagstaff-Ranch/Aspen-Ridge-Plan-1/home/170351564,35.1805183,-111.7119528
Condo/Co-op,2821 N Walnut Hills Dr #19,Flagstaff,AZ,86004,285000,2,2,1075,871,1987,330,http://www.redfin.com/AZ/Flagstaff/2821-N-Walnut-Hills-Dr-86004/unit-19/home/116836134,35.201823,-111.572332
Townhouse,3850 N Fanning Dr Unit E-4,Flagstaff,AZ,86004,235000,4,1.5,1441,1263,1979,106,http://www.redfin.com/AZ/Flagstaff/3850-N-Fanning-Dr-86004/unit-E4/home/170312385,35.2204151,-111.5955987
Single Family Residential,8320 Arroyo Trl,Flagstaff,AZ,86004,638800,3,2,2000,108900,2000,0,http://www.redfin.com/AZ/Flagstaff/8320-Arroyo-Trl-86004/home/116384096,35.252026,-111.5007869
Single Family Residential,5615 Scioto Rd,Flagstaff,AZ,86004,425000,3,2,1755,12938,1979,0,http://www.redfin.com/AZ/Flagstaff/5615-Scioto-Rd-86004/home/116410488,35.198448,-111.5774
Single Family Residential,2811 N Steves Blvd,Flagstaff,AZ,86004,344900,3,1.5,1361,7490,1957,0,http://www.redfin.com/AZ/Flagstaff/2811-N-Steves-Blvd-86004/home/116754845,35.2135627,-111.6070568
Townhouse,2621 E Jeffrey Loop,Flagstaff,AZ,86004,320000,3,2.5,1643,0,1988,138,http://www.redfin.com/AZ/Flagstaff/2621-Jeffrey-Loop-86004/home/116319957,35.2145158,-111.6097351
Single Family Residential,940 N Sinagua Heights Dr,Flagstaff,AZ,86004,690000,3,3,2880,7841,1998,0,http://www.redfin.com/AZ/Flagstaff/940-N-Sinagua-Heights-Dr-86004/home/116755156,35.1916895,-111.6024222
Single Family Residential,1087 N Marina Ln,Flagstaff,AZ,86004,950000,4,2.5,3621,35719,2000,30,http://www.redfin.com/AZ/Flagstaff/1087-N-Marina-Ln-86004/home/172626287,35.1890477,-111.5905883
Single Family Residential,2504 E Miller Dr,Flagstaff,AZ,86004,349999,3,1.5,1362,7485,1957,0,http://www.redfin.com/AZ/Flagstaff/2504-E-Miller-Dr-86004/home/116817330,35.2178224,-111.6082446
Single Family Residential,5116 E HAWTHORNE Dr,Flagstaff,AZ,86004,564599,3,2.5,2503,13268,1985,45,http://www.redfin.com/AZ/Flagstaff/5116-E-Hawthorne-Dr-86004/home/116363279,35.194276,-111.5878895
Single Family Residential,4530 E Coldstream Ln,Flagstaff,AZ,86004,979000,4,3.5,3906,15246,1979,30,http://www.redfin.com/AZ/Flagstaff/4530-E-Coldstream-Ln-86004/home/116493221,35.1957302,-111.5928269
Single Family Residential,5130 Bighorn Dr,Flagstaff,AZ,86004,925000,6,5,4479,111514,2001,0,http://www.redfin.com/AZ/Flagstaff/5130-Bighorn-Dr-86004/home/116445961,35.2443547,-111.5578926
Single Family Residential,1905 N Main St,Flagstaff,AZ,86004,299000,1,1,1115,5424,1968,0,http://www.redfin.com/AZ/Flagstaff/1905-N-Main-St-86004/home/116592144,35.2066717,-111.6182125
Single Family Residential,4774 E Linger Ln,Flagstaff,AZ,86004,550000,4,3,2670,12197,1992,46,http://www.redfin.com/AZ/Flagstaff/4774-E-Linger-Ln-86004/home/116633998,35.2041852,-111.5876566
Single Family Residential,4805 E Hightimber Ln,Flagstaff,AZ,86004,745000,5,3.25,3663,11761,1989,33,http://www.redfin.com/AZ/Flagstaff/4805-E-Hightimber-Ln-86004/home/116531324,35.1998262,-111.5879827
Single Family Residential,6650 Lynx Ln,Flagstaff,AZ,86004,800000,4,3,2926,216058,1984,0,http://www.redfin.com/AZ/Flagstaff/6650-Lynx-Ln-86004/home/116365193,35.246292,-111.5307804
Condo/Co-op,4343 E Soliere Ave #2007,Flagstaff,AZ,86004,269900,3,2,1397,2908,1999,242,http://www.redfin.com/AZ/Flagstaff/4343-Soliere-Ave-86004/unit-2007/home/116724703,35.2131744,-111.5883598
Condo/Co-op,4343 Soliere Ave #2047,Flagstaff,AZ,86004,224500,2,2,1046,2903,2001,231,http://www.redfin.com/AZ/Flagstaff/4343-Soliere-Ave-86004/unit-2047/home/116728961,35.2116486,-111.5884288
Single Family Residential,4525 N Doral Way,Flagstaff,AZ,86004,659000,4,2.5,2520,21649,1983,46,http://www.redfin.com/AZ/Flagstaff/4525-N-Doral-Way-86004/home/116633912,35.1982769,-111.5927803
Single Family Residential,4850 E Mount Pleasant Dr,Flagstaff,AZ,86004,1195000,4,3,4518,57064,1988,46,http://www.redfin.com/AZ/Flagstaff/4850-E-Mt-Pleasant-Dr-86004/home/116762170,35.1861007,-111.5951792
Single Family Residential,7535 N Rain Valley Rd,Flagstaff,AZ,86004,669000,3,2.5,1937,215186,1986,0,http://www.redfin.com/AZ/Flagstaff/7535-N-Rain-Valley-Rd-86004/home/116669735,35.248072,-111.54114
Single Family Residential,4241 E Broken Rock Loop Loop,Flagstaff,AZ,86004,995000,7,6.5,5860,18764,2001,30,http://www.redfin.com/AZ/Flagstaff/4241-E-Broken-Rock-Loop-86004/home/116153781,35.2087052,-111.5906377
Single Family Residential,931 N Hulet Ln,Flagstaff,AZ,86004,700000,5,3.5,4759,10567,1995,17,http://www.redfin.com/AZ/Flagstaff/931-N-Hulet-Ln-86004/home/116349942,35.1846869,-111.58039
Single Family Residential,3721 Kingswood Way,Flagstaff,AZ,86004,699900,4,2.5,3570,17424,1996,0,http://www.redfin.com/AZ/Flagstaff/3721-Kingswood-Way-86004/home/116383579,35.2237356,-111.6108763
Condo/Co-op,1401 N Fourth St #212,Flagstaff,AZ,86004,249900,2,1.25,996,871,1996,214,http://www.redfin.com/AZ/Flagstaff/1401-N-Fourth-St-86004/unit-212/home/116393489,35.1993708,-111.6088125
Condo/Co-op,3001 E Butler Ave #44,Flagstaff,AZ,86004,298000,2,2.5,1098,0,2020,175,http://www.redfin.com/AZ/Flagstaff/3001-E-Butler-Ave-86004/unit-44/home/172030081,35.1936032,-111.6138127
Single Family Residential,7600 N Pine Canyon Dr,Flagstaff,AZ,86004,1500000,4,2.5,3254,202118,1993,0,http://www.redfin.com/AZ/Flagstaff/7600-N-Pine-Canyon-Dr-86004/home/116554333,35.2485459,-111.5344738
Single Family Residential,401 N Sky View St,Flagstaff,AZ,86004,2800000,5,5.5,6260,147668,2008,46,http://www.redfin.com/AZ/Flagstaff/N-Sky-View-St-86004/home/116321296,35.182909,-111.589936
Single Family Residential,5705 Townsend-Winona Rd,Flagstaff,AZ,86004,850000,5,3.75,4320,276170,1992,0,http://www.redfin.com/AZ/Flagstaff/5705-Townsend-Winona-Rd-86004/home/116208909,35.246469,-111.547312
Single Family Residential,7299 Bullion Hill Rd,Flagstaff,AZ,86004,799900,5,4.5,3820,73180,1984,0,http://www.redfin.com/AZ/Flagstaff/7299-Bullion-Hill-Rd-86004/home/116570750,35.2460343,-111.5007636
Townhouse,3889 N Fanning Dr,Flagstaff,AZ,86004,429000,5,2.5,2261,3780,1973,50,http://www.redfin.com/AZ/Flagstaff/3889-N-Fanning-Dr-86004/home/116784166,35.22077,-111.5960642
Single Family Residential,5790 N Smoke Rise Dr,Flagstaff,AZ,86004,375000,4,2,1772,7073,1965,0,http://www.redfin.com/AZ/Flagstaff/5790-N-Smokerise-Dr-86004/home/116626036,35.2336063,-111.5736363
Condo/Co-op,3001 E Butler Ave #47,Flagstaff,AZ,86004,310000,3,1.5,1128,0,2020,175,http://www.redfin.com/AZ/Flagstaff/3001-E-Butler-Ave-86004/unit-47/home/170602467,35.1936032,-111.6138127
Condo/Co-op,3001 E Butler Ave,Flagstaff,AZ,86004,310000,3,1.5,1128,0,2020,175,http://www.redfin.com/AZ/Flagstaff/3001-E-Butler-Ave-86004/home/116104779,35.1936032,-111.6138127
Single Family Residential,6701 N N Rain Valley Rd Rd,Flagstaff,AZ,86004,1500000,4,2.5,3045,871636,1982,0,http://www.redfin.com/AZ/Flagstaff/6701-N-Rain-Valley-Rd-86004/home/116762084,35.229674,-111.539788
Single Family Residential,4972 E Retreat Cir Lot 4,Flagstaff,AZ,86004,360900,2,2.5,1248,3624,2020,25,http://www.redfin.com/AZ/Flagstaff/4972-Fourth-St-86004/unit-4/home/170310662,35.238561,-111.568682
Single Family Residential,4960 E Retreat Cir Lot 2,Flagstaff,AZ,86004,370900,3,2.5,1325,3615,2020,25,http://www.redfin.com/AZ/Flagstaff/4960-E-Retreat-CIR-86004/unit-2/home/170310661,35.238528,-111.568651
Single Family Residential,6900 N Rain Valley Rd Rd,Flagstaff,AZ,86004,725000,2,1,1930,1262804,1948,0,http://www.redfin.com/AZ/Flagstaff/6900-N-Rain-Valley-Rd-86004/home/116778941,35.236362,-111.540296
Single Family Residential,4966 E Retreat Cir Lot 3,Flagstaff,AZ,86004,392900,4,3.5,1678,3619,2020,25,http://www.redfin.com/AZ/Flagstaff/4966-E-Retreat-CIR-86004/unit-3/home/170306855,35.238433,-111.568059
Single Family Residential,4954 E Retreat Cir Lot 1,Flagstaff,AZ,86004,301400,2,1,1002,3592,2020,25,http://www.redfin.com/AZ/Flagstaff/4954-E-Retreat-CIR-86004/unit-1/home/170306791,35.238509,-111.568818
Single Family Residential,351 N Skyview St,Flagstaff,AZ,86004,1499980,3,3.75,4697,136778,1998,46,http://www.redfin.com/AZ/Flagstaff/N-Sky-View-St-86004/home/116175855,35.182465,-111.590506
Single Family Residential,3356 N King St,Flagstaff,AZ,86004,385000,4,2,1550,7405,1962,0,http://www.redfin.com/AZ/Flagstaff/3356-N-King-St-86004/home/116520587,35.2200601,-111.6109462
Single Family Residential,3468 S Del Mar Ct,Flagstaff,AZ,86003,1610000,5,4,4068,22216,2020,200,http://www.redfin.com/AZ/Flagstaff/3468-S-del-Mar-Ct-86005/home/116724239,35.152805,-111.636735
Single Family Residential,29 S Pinegrove Rd,Flagstaff,AZ,86001,309000,3,1,950,7000,1955,0,http://www.redfin.com/AZ/Flagstaff/29-S-Pinegrove-Rd-86001/home/116404034,35.1828769,-111.6476505
Single Family Residential,2750 W Darleen Dr,Flagstaff,AZ,86001,439000,3,2,2100,8000,1973,0,http://www.redfin.com/AZ/Flagstaff/2750-W-Darleen-Dr-86001/home/116631888,35.2312907,-111.6680754
Condo/Co-op,2495 W Washburn Ct,Flagstaff,AZ,86001,325000,3,2.5,1629,1069,2015,81,http://www.redfin.com/AZ/Flagstaff/2495-W-Washburn-Ct-86001/home/116385512,35.1893389,-111.683497
Condo/Co-op,3200 S Litzler Dr,Flagstaff,AZ,86001,215000,2,2,805,900,2000,216,http://www.redfin.com/AZ/Flagstaff/3200-S-Litzler-Dr-86001/unit-21-134/home/116720355,35.1720759,-111.668305
Townhouse,2547 S Sliding Rock Ln,Flagstaff,AZ,86001,347500,3,2.5,1345,2613,2002,100,http://www.redfin.com/AZ/Flagstaff/2547-S-Sliding-Rock-Ln-86001/home/116743710,35.17926,-111.678857
Townhouse,2558 S Sonoran Ln,Flagstaff,AZ,86001,349000,3,2.5,1355,2613,2002,100,http://www.redfin.com/AZ/Flagstaff/2558-S-Sonoran-Ln-86001/home/116472815,35.1793959,-111.679144
